gene_name,read_count
chr1_8878686_8945867:chr1_8878686_8945867,27
chr1_8975092_9002972:chr1_8975092_9002972,6
chr1_9026423_9035105:chr1_9026423_9035105,5
chr1_9072259_9100304:chr1_9072259_9100304,5
chr1_9129102_9234773:chr1_9129102_9234773,34
chr1_9271337_9292893:chr1_9271337_9292893,10
chr1_9369532_9539464:chr1_9369532_9539464,51
chr1_9585173_9588910:chr1_9585173_9588910,3
chr1_9614877_9651730:chr1_9614877_9651730,13
chr1_9824526_9848275:chr1_9824526_9848275,5
chr1_9910269_9922117:chr1_9910269_9922117,8
chr1_9985498_9997227:chr1_9985498_9997227,4
chr1_10016021_10032957:chr1_10016021_10032957,3
chr1_10181239_10210569:chr1_10181239_10210569,17
chr1_10381603_10399063:chr1_10381603_10399063,8
chr1_10420511_10430432:chr1_10420511_10430432,9
chr1_10452153_10456521:chr1_10452153_10456521,7
chr1_10472529_10474949:chr1_10472529_10474949,3
chr1_10630758_10636603:chr1_10630758_10636603,10
chr1_10796646_10946474:chr1_10796646_10946474,48
chr1_10982076_11012653:chr1_10982076_11012653,8
chr1_11025492_11026522:chr1_11025492_11026522,4
chr1_11047239_11054588:chr1_11047239_11054588,13
chr1_11060018_11066617:chr1_11060018_11066617,15
chr1_11099869_11106534:chr1_11099869_11106534,7
chr1_11262551_11273197:chr1_11262551_11273197,3
chr1_11299574_11479154:chr1_11299574_11479154,66
chr1_11537551_11648386:chr1_11537551_11648386,40
chr1_11725857_11736135:chr1_11725857_11736135,10
chr1_11750769_11762192:chr1_11750769_11762192,13
chr1_11847783_11857463:chr1_11847783_11857463,6
chr1_11858945_11919590:chr1_11858945_11919590,28
chr1_11926427_11934716:chr1_11926427_11934716,6
chr1_11975537_11980443:chr1_11975537_11980443,9
chr1_12013508_12019497:chr1_12013508_12019497,5
chr1_12032045_12063302:chr1_12032045_12063302,15
chr1_12144207_12166990:chr1_12144207_12166990,7
chr1_12209220_12230029:chr1_12209220_12230029,4
chr1_12512047_12567909:chr1_12512047_12567909,20
chr1_12618210_12644084:chr1_12618210_12644084,16
chr1_12667076_12716109:chr1_12667076_12716109,14
chr1_12728760_12746199:chr1_12728760_12746199,3
chr1_12763699_12773737:chr1_12763699_12773737,4
chr1_12777906_12791396:chr1_12777906_12791396,1
chr1_12796628_12824604:chr1_12796628_12824604,2
chr1_12831410_12847376:chr1_12831410_12847376,1
chr1_12848720_12857085:chr1_12848720_12857085,2
chr1_12861909_12879211:chr1_12861909_12879211,0
chr1_12886201_12892895:chr1_12886201_12892895,0
chr1_12898270_12916609:chr1_12898270_12916609,0
chr1_12920751_12938471:chr1_12920751_12938471,0
chr1_12947580_13049475:chr1_12947580_13049475,0
chr1_13056575_13060768:chr1_13056575_13060768,0
chr1_13062878_13070773:chr1_13062878_13070773,0
chr1_13077884_13115487:chr1_13077884_13115487,0
chr1_13116854_13148906:chr1_13116854_13148906,0
chr1_13156009_13163913:chr1_13156009_13163913,0
chr1_13165631_13171847:chr1_13165631_13171847,0
chr1_13179459_13196187:chr1_13179459_13196187,0
chr1_13201409_13222694:chr1_13201409_13222694,0
chr1_13226154_13254197:chr1_13226154_13254197,2
chr1_13263435_13281303:chr1_13263435_13281303,0
chr1_13285137_13303538:chr1_13285137_13303538,0
chr1_13308907_13315580:chr1_13308907_13315580,0
chr1_13322598_13341891:chr1_13322598_13341891,0
chr1_13347134_13368430:chr1_13347134_13368430,0
chr1_13371947_13389631:chr1_13371947_13389631,0
chr1_13392629_13410449:chr1_13392629_13410449,5
chr1_13421328_13474972:chr1_13421328_13474972,11
chr1_13514003_13583756:chr1_13514003_13583756,9
chr1_13617957_13700187:chr1_13617957_13700187,21
chr1_13825079_14598684:chr1_13825079_14598684,230
chr1_15118043_15152565:chr1_15118043_15152565,10
chr1_15220478_15247222:chr1_15220478_15247222,10
chr1_15398328_15409887:chr1_15398328_15409887,9
chr1_15430339_15438442:chr1_15430339_15438442,7
chr1_15449242_15456731:chr1_15449242_15456731,2
chr1_15472091_15476103:chr1_15472091_15476103,0
chr1_15524790_15526847:chr1_15524790_15526847,3
chr1_15585051_15617457:chr1_15585051_15617457,3
chr1_15669044_15684319:chr1_15669044_15684319,7
chr1_15734769_15736257:chr1_15734769_15736257,2
chr1_15741392_15742498:chr1_15741392_15742498,0
chr1_15747982_15756637:chr1_15747982_15756637,2
chr1_15786589_15807373:chr1_15786589_15807373,8
chr1_15807649_15847706:chr1_15807649_15847706,15
chr1_15940456_15941868:chr1_15940456_15941868,18
chr1_15976101_16004235:chr1_15976101_16004235,8
chr1_16008807_16014028:chr1_16008807_16014028,4
chr1_16019594_16022035:chr1_16019594_16022035,2
chr1_16034050_16043781:chr1_16034050_16043781,3
chr1_16073651_16124336:chr1_16073651_16124336,13
chr1_16156069_16197853:chr1_16156069_16197853,8
chr1_16212652_16231691:chr1_16212652_16231691,13
chr1_16237183_16246839:chr1_16237183_16246839,6
chr1_16352480_16367241:chr1_16352480_16367241,1
chr1_16437424_16440723:chr1_16437424_16440723,1
chr1_16460078_16562322:chr1_16460078_16562322,18
chr1_16613564_16921930:chr1_16613564_16921930,67
chr1_16972964_16974501:chr1_16972964_16974501,5
chr1_16981583_16985957:chr1_16981583_16985957,11
chr1_17011928_17018721:chr1_17011928_17018721,7
chr1_17054032_17066760:chr1_17054032_17066760,8
chr1_17119451_17205127:chr1_17119451_17205127,39
chr1_17246007_17249097:chr1_17246007_17249097,1
chr1_17284233_17308196:chr1_17284233_17308196,10
chr1_17364004_17372195:chr1_17364004_17372195,4
chr1_17401699_17406759:chr1_17401699_17406759,7
chr1_17439677_17539697:chr1_17439677_17539697,23
chr1_17697875_17755332:chr1_17697875_17755332,15
chr1_17827063_18107797:chr1_17827063_18107797,82
chr1_18378483_18480929:chr1_18378483_18480929,33
chr1_18485974_18630845:chr1_18485974_18630845,38
chr1_18748866_18839598:chr1_18748866_18839598,37
chr1_18859660_18871429:chr1_18859660_18871429,8
chr1_18902555_18904279:chr1_18902555_18904279,5
chr1_18956676_19074509:chr1_18956676_19074509,46
chr1_19210266_19215659:chr1_19210266_19215659,10
chr1_19260128_19265981:chr1_19260128_19265981,9
chr1_19274122_19282572:chr1_19274122_19282572,5
chr1_19288770_19302707:chr1_19288770_19302707,8
chr1_19332428_19338774:chr1_19332428_19338774,6
chr1_19485539_19596978:chr1_19485539_19596978,37
chr1_19658452_19664874:chr1_19658452_19664874,5
chr1_19680966_19682239:chr1_19680966_19682239,1
chr1_19799916_19814028:chr1_19799916_19814028,5
chr1_19815283_19882394:chr1_19815283_19882394,24
chr1_19912945_19920008:chr1_19912945_19920008,12
chr1_19923617_19975430:chr1_19923617_19975430,19
chr1_19980434_20070193:chr1_19980434_20070193,12
chr1_20091911_20111938:chr1_20091911_20111938,14
chr1_20119536_20139322:chr1_20119536_20139322,8
chr1_20150381_20163054:chr1_20150381_20163054,5
chr1_20196050_20290874:chr1_20196050_20290874,36
chr1_20359518_20482390:chr1_20359518_20482390,47
chr1_20486210_20499447:chr1_20486210_20499447,7
chr1_20508151_20552572:chr1_20508151_20552572,13
chr1_20555020_20589096:chr1_20555020_20589096,10
chr1_20618903_20633457:chr1_20618903_20633457,4
chr1_20661369_20664013:chr1_20661369_20664013,2
chr1_20718007_20719730:chr1_20718007_20719730,2
chr1_20732703_20740265:chr1_20732703_20740265,6
chr1_20787307_20806291:chr1_20787307_20806291,8
chr1_21176897_21217249:chr1_21176897_21217249,14
chr1_21345504_21440136:chr1_21345504_21440136,17
chr1_21484900_21508983:chr1_21484900_21508983,11
chr1_21578410_21596220:chr1_21578410_21596220,11
chr1_21669357_21678297:chr1_21669357_21678297,9
chr1_21783149_21812264:chr1_21783149_21812264,8
chr1_21937310_21977021:chr1_21937310_21977021,13
chr1_21989354_22001656:chr1_21989354_22001656,2
chr1_22012542_22052708:chr1_22012542_22052708,12
chr1_22101360_22117312:chr1_22101360_22117312,23
chr1_22143097_22451850:chr1_22143097_22451850,113
chr1_22531154_22563488:chr1_22531154_22563488,17
chr1_22603595_22636462:chr1_22603595_22636462,12
chr1_22639678_22643632:chr1_22639678_22643632,3
chr1_22648108_22653235:chr1_22648108_22653235,3
chr1_22661637_22710837:chr1_22661637_22710837,10
chr1_22921500_22953042:chr1_22921500_22953042,12
chr1_22972866_23010833:chr1_22972866_23010833,10
chr1_23015852_23019467:chr1_23015852_23019467,3
chr1_23177689_23191894:chr1_23177689_23191894,9
chr1_23217502_23304687:chr1_23217502_23304687,34
chr1_23344284_23359447:chr1_23344284_23359447,3
chr1_23369836_23380908:chr1_23369836_23380908,9
chr1_23424748_23428562:chr1_23424748_23428562,4
chr1_23484179_23506437:chr1_23484179_23506437,8
chr1_23531233_23557925:chr1_23531233_23557925,11
chr1_23559501_23691778:chr1_23559501_23691778,46
chr1_23696835_23743470:chr1_23696835_23743470,37
chr1_23762059_23778417:chr1_23762059_23778417,21
chr1_23788232_23791144:chr1_23788232_23791144,8
chr1_23800754_23801884:chr1_23800754_23801884,6
chr1_23825429_23845076:chr1_23825429_23845076,11
chr1_23868290_23870514:chr1_23868290_23870514,4
chr1_23913362_23959827:chr1_23913362_23959827,10
chr1_23980327_24056040:chr1_23980327_24056040,17
chr1_24112135_24119770:chr1_24112135_24119770,1
chr1_24143140_24154167:chr1_24143140_24154167,8
chr1_24187289_24319356:chr1_24187289_24319356,42
chr1_24472983_24502343:chr1_24472983_24502343,10
chr1_24541040_24556086:chr1_24541040_24556086,3
chr1_24609328_24643301:chr1_24609328_24643301,8
chr1_24673281_24745446:chr1_24673281_24745446,22
chr1_24844321_24899510:chr1_24844321_24899510,24
chr1_24965010_25222275:chr1_24965010_25222275,88
chr1_25232502_25242248:chr1_25232502_25242248,10
chr1_25420935_25430896:chr1_25420935_25430896,5
chr1_25500209_25543605:chr1_25500209_25543605,23
chr1_25568886_25616790:chr1_25568886_25616790,25
chr1_25784450_25800192:chr1_25784450_25800192,7
chr1_25818221_25819953:chr1_25818221_25819953,7
chr1_25859457_25861483:chr1_25859457_25861483,9
chr1_25875708_25884178:chr1_25875708_25884178,6
chr1_25906880_25959766:chr1_25906880_25959766,17
chr1_25998063_26021774:chr1_25998063_26021774,15
chr1_26046118_26051300:chr1_26046118_26051300,3
chr1_26067630_26111161:chr1_26067630_26111161,16
chr1_26125555_26159078:chr1_26125555_26159078,14
chr1_26171832_26177490:chr1_26171832_26177490,1
chr1_26202964_26234199:chr1_26202964_26234199,10
chr1_26278808_26280085:chr1_26278808_26280085,15
chr1_26320523_26321864:chr1_26320523_26321864,9
chr1_26354130_26361633:chr1_26354130_26361633,3
chr1_26372794_26410816:chr1_26372794_26410816,9
chr1_26429728_26432320:chr1_26429728_26432320,1
chr1_26471306_26472439:chr1_26471306_26472439,6
chr1_26476642_26529760:chr1_26476642_26529760,19
chr1_26575025_26696014:chr1_26575025_26696014,31
chr1_26782104_26787053:chr1_26782104_26787053,8
chr1_26800659_26826687:chr1_26800659_26826687,8
chr1_26857604_26863148:chr1_26857604_26863148,2
chr1_26864456_26876131:chr1_26864456_26876131,13
chr1_26900467_26911488:chr1_26900467_26911488,8
chr1_26913975_26921742:chr1_26913975_26921742,7
chr1_26946871_26949561:chr1_26946871_26949561,10
chr1_26960468_26993691:chr1_26960468_26993691,13
chr1_27000886_27005019:chr1_27000886_27005019,3
chr1_27012850_27098808:chr1_27012850_27098808,17
chr1_27155125_27234631:chr1_27155125_27234631,18
chr1_27308636_27322162:chr1_27308636_27322162,7
chr1_27336400_27342021:chr1_27336400_27342021,9
chr1_27353932_27355183:chr1_27353932_27355183,4
chr1_27366961_27369109:chr1_27366961_27369109,5
chr1_27374824_27379175:chr1_27374824_27379175,1
chr1_27383333_27392621:chr1_27383333_27392621,5
chr1_27395814_27404229:chr1_27395814_27404229,8
chr1_27490167_27534244:chr1_27490167_27534244,18
chr1_27604144_27612063:chr1_27604144_27612063,6
chr1_27635185_27666063:chr1_27635185_27666063,18
chr1_27672192_27725960:chr1_27672192_27725960,14
chr1_27763116_27773218:chr1_27763116_27773218,4
chr1_27824443_27830781:chr1_27824443_27830781,3
chr1_27851676_27872543:chr1_27851676_27872543,7
chr1_27886675_27891523:chr1_27886675_27891523,8
chr1_27914797_27934999:chr1_27914797_27934999,6
chr1_27968093_27970343:chr1_27968093_27970343,2
chr1_28088610_28147165:chr1_28088610_28147165,16
chr1_28193856_28200277:chr1_28193856_28200277,9
chr1_28233029_28236123:chr1_28233029_28236123,2
chr1_28238100_28259517:chr1_28238100_28259517,12
chr1_28282491_28329039:chr1_28282491_28329039,19
chr1_28335965_28369739:chr1_28335965_28369739,13
chr1_28500364_28506042:chr1_28500364_28506042,5
chr1_28538989_28553084:chr1_28538989_28553084,11
chr1_28578545_28592264:chr1_28578545_28592264,12
chr1_28596666_28602849:chr1_28596666_28602849,5
chr1_28643067_28668783:chr1_28643067_28668783,6
chr1_28719353_28736623:chr1_28719353_28736623,6
chr1_28769775_28812169:chr1_28769775_28812169,20
chr1_28871267_28887099:chr1_28871267_28887099,8
chr1_29123903_29147742:chr1_29123903_29147742,11
chr1_29181900_29192656:chr1_29181900_29192656,12
chr1_29230934_29236521:chr1_29230934_29236521,6
chr1_29326800_30711276:chr1_29326800_30711276,404
chr1_30723585_30732468:chr1_30723585_30732468,29
chr1_30757774_30869465:chr1_30757774_30869465,58
chr1_30908758_30931505:chr1_30908758_30931505,9
chr1_31065717_31179744:chr1_31065717_31179744,23
chr1_31239887_31259567:chr1_31239887_31259567,9
chr1_31373076_31409776:chr1_31373076_31409776,14
chr1_31434678_31576514:chr1_31434678_31576514,34
chr1_31587686_31617688:chr1_31587686_31617688,12
chr1_31627613_31629865:chr1_31627613_31629865,9
chr1_31644876_31652262:chr1_31644876_31652262,4
chr1_31704017_31727116:chr1_31704017_31727116,11
chr1_31764340_31790421:chr1_31764340_31790421,12
chr1_31816022_31906420:chr1_31816022_31906420,34
chr1_31938368_32013867:chr1_31938368_32013867,24
chr1_32060850_32072030:chr1_32060850_32072030,8
chr1_32102863_32108055:chr1_32102863_32108055,5
chr1_32176563_32179674:chr1_32176563_32179674,6
chr1_32198285_32200594:chr1_32198285_32200594,6
chr1_32236170_32247221:chr1_32236170_32247221,11
chr1_32248856_32251264:chr1_32248856_32251264,3
chr1_32286165_32292082:chr1_32286165_32292082,3
chr1_32336233_32361269:chr1_32336233_32361269,20
chr1_32394441_32465071:chr1_32394441_32465071,20
chr1_32496686_32539426:chr1_32496686_32539426,8
chr1_32605941_32620819:chr1_32605941_32620819,5
chr1_32702770_32741829:chr1_32702770_32741829,12
chr1_32858879_32862267:chr1_32858879_32862267,6
chr1_32872484_32886490:chr1_32872484_32886490,9
chr1_32901389_32936448:chr1_32901389_32936448,9
chr1_32964809_33007939:chr1_32964809_33007939,21
chr1_33036883_33081152:chr1_33036883_33081152,10
chr1_33123492_33145398:chr1_33123492_33145398,13
chr1_33182043_33256491:chr1_33182043_33256491,17
chr1_33300719_33306765:chr1_33300719_33306765,1
chr1_33321098_33323625:chr1_33321098_33323625,7
chr1_33431095_33472644:chr1_33431095_33472644,23
chr1_33501643_33513997:chr1_33501643_33513997,5
chr1_34165842_34166992:chr1_34165842_34166992,1
chr1_34219131_34755046:chr1_34219131_34755046,156
chr1_34758512_34759739:chr1_34758512_34759739,3
chr1_34762327_34781213:chr1_34762327_34781213,2
chr1_34786364_34792998:chr1_34786364_34792998,8
chr1_34795747_34850361:chr1_34795747_34850361,21
chr1_34859749_34865435:chr1_34859749_34865435,7
chr1_34929650_34981379:chr1_34929650_34981379,15
chr1_35031945_35059785:chr1_35031945_35059785,3
chr1_35115859_35176379:chr1_35115859_35176379,12
chr1_35193145_35268708:chr1_35193145_35268708,13
chr1_35422058_35433491:chr1_35422058_35433491,17
chr1_35566779_35573313:chr1_35566779_35573313,3
chr1_35595328_35599540:chr1_35595328_35599540,9
chr1_35641526_35713876:chr1_35641526_35713876,25
chr1_35718884_35720212:chr1_35718884_35720212,4
chr1_35769978_35807635:chr1_35769978_35807635,11
chr1_35857890_35869760:chr1_35857890_35869760,6
chr1_36072500_36084093:chr1_36072500_36084093,6
chr1_36093932_36095238:chr1_36093932_36095238,10
chr1_36125222_36136571:chr1_36125222_36136571,7
chr1_36180849_36224442:chr1_36180849_36224442,15
chr1_36305357_36306367:chr1_36305357_36306367,2
chr1_36324154_36339627:chr1_36324154_36339627,9
chr1_36385924_36393435:chr1_36385924_36393435,10
chr1_36397908_36417905:chr1_36397908_36417905,10
chr1_36450451_36455717:chr1_36450451_36455717,8
chr1_36464384_36466042:chr1_36464384_36466042,4
chr1_36483314_36795526:chr1_36483314_36795526,106
chr1_37034515_37474579:chr1_37034515_37474579,145
chr1_37484377_37489992:chr1_37484377_37489992,6
chr1_37514766_37534448:chr1_37514766_37534448,5
chr1_37554293_37556939:chr1_37554293_37556939,3
chr1_37595937_37611349:chr1_37595937_37611349,10
chr1_37634892_37681569:chr1_37634892_37681569,16
chr1_37709719_37715975:chr1_37709719_37715975,9
chr1_37765120_37793846:chr1_37765120_37793846,5
chr1_37801133_37802944:chr1_37801133_37802944,8
chr1_37859592_37860696:chr1_37859592_37860696,4
chr1_37947057_37956974:chr1_37947057_37956974,12
chr1_37990022_37996769:chr1_37990022_37996769,16
chr1_38005514_38012733:chr1_38005514_38012733,6
chr1_38024820_38043828:chr1_38024820_38043828,16
chr1_38046793_38838197:chr1_38046793_38838197,272
chr1_38859772_38862489:chr1_38859772_38862489,3
chr1_38881626_38885806:chr1_38881626_38885806,0
chr1_38941830_38991275:chr1_38941830_38991275,10
chr1_39006059_39026349:chr1_39006059_39026349,6
chr1_39034615_39084166:chr1_39034615_39084166,15
chr1_39487138_39491635:chr1_39487138_39491635,7
chr1_39529869_39560815:chr1_39529869_39560815,32
chr1_39576790_39623434:chr1_39576790_39623434,18
chr1_39639643_39651228:chr1_39639643_39651228,2
chr1_39672107_39678647:chr1_39672107_39678647,8
chr1_39691433_39738881:chr1_39691433_39738881,23
chr1_39788865_39838109:chr1_39788865_39838109,15
chr1_39883511_39895427:chr1_39883511_39895427,12
chr1_39901917_39955144:chr1_39901917_39955144,11
chr1_39969956_40040239:chr1_39969956_40040239,19
chr1_40097252_40161386:chr1_40097252_40161386,16
chr1_40240921_40247936:chr1_40240921_40247936,5
chr1_40251684_40258235:chr1_40251684_40258235,3
chr1_40294180_40300488:chr1_40294180_40300488,7
chr1_40317286_40373726:chr1_40317286_40373726,15
chr1_40423326_40450063:chr1_40423326_40450063,13
chr1_40463715_40477289:chr1_40463715_40477289,6
chr1_40496343_40508766:chr1_40496343_40508766,2
chr1_40516038_40531636:chr1_40516038_40531636,3
chr1_40548167_40620679:chr1_40548167_40620679,21
chr1_40665682_40691703:chr1_40665682_40691703,10
chr1_40771603_40783786:chr1_40771603_40783786,12
chr1_40840452_40861053:chr1_40840452_40861053,10
chr1_40862363_40979695:chr1_40862363_40979695,42
chr1_41012565_41015596:chr1_41012565_41015596,10
chr1_41021725_41027201:chr1_41021725_41027201,12
chr1_41242306_41361433:chr1_41242306_41361433,45
chr1_41383590_41478774:chr1_41383590_41478774,40
chr1_41484683_41506364:chr1_41484683_41506364,17
chr1_42035934_42153409:chr1_42035934_42153409,35
chr1_42155820_42162689:chr1_42155820_42162689,4
chr1_42164745_42176547:chr1_42164745_42176547,13
chr1_42335880_42380791:chr1_42335880_42380791,9
chr1_42424232_42430328:chr1_42424232_42430328,3
chr1_42657190_42658422:chr1_42657190_42658422,2
chr1_42676758_42682417:chr1_42676758_42682417,6
chr1_42703805_42733092:chr1_42703805_42733092,27
chr1_42740236_42746373:chr1_42740236_42746373,6
chr1_42779491_42784990:chr1_42779491_42784990,10
chr1_42800827_42807051:chr1_42800827_42807051,2
chr1_42844991_42846612:chr1_42844991_42846612,3
chr1_42852477_42925352:chr1_42852477_42925352,27
chr1_42958868_43147903:chr1_42958868_43147903,60
chr1_43156396_43164173:chr1_43156396_43164173,10
chr1_43254358_43269982:chr1_43254358_43269982,9
chr1_43274002_43281876:chr1_43274002_43281876,2
chr1_43285581_43300981:chr1_43285581_43300981,7
chr1_43323108_43337817:chr1_43323108_43337817,5
chr1_43354466_43358980:chr1_43354466_43358980,7
chr1_43368011_43383916:chr1_43368011_43383916,15
chr1_43454247_43526036:chr1_43454247_43526036,23
chr1_43623666_43650148:chr1_43623666_43650148,12
chr1_43705518_43707535:chr1_43705518_43707535,8
chr1_43931159_43933800:chr1_43931159_43933800,4
chr1_43937240_43946949:chr1_43937240_43946949,10
chr1_43968022_43970009:chr1_43968022_43970009,3
chr1_43973369_43974959:chr1_43973369_43974959,12
chr1_44031462_44118820:chr1_44031462_44118820,31
chr1_44135140_44137820:chr1_44135140_44137820,1
chr1_44141631_44213470:chr1_44141631_44213470,16
chr1_44355279_44405159:chr1_44355279_44405159,24
chr1_44651724_44653246:chr1_44651724_44653246,3
chr1_44725591_44739836:chr1_44725591_44739836,9
chr1_44767767_44775539:chr1_44767767_44775539,8
chr1_44778779_44783584:chr1_44778779_44783584,12
chr1_44788170_44800376:chr1_44788170_44800376,2
chr1_44807351_44808522:chr1_44807351_44808522,9
chr1_44815585_44819844:chr1_44815585_44819844,3
chr1_44843253_44850521:chr1_44843253_44850521,13
chr1_44986595_45002547:chr1_44986595_45002547,16
chr1_45206605_45326894:chr1_45206605_45326894,32
chr1_45491163_45493865:chr1_45491163_45493865,4
chr1_45522890_45550825:chr1_45522890_45550825,8
chr1_45570049_45584040:chr1_45570049_45584040,16
chr1_45618893_45620043:chr1_45618893_45620043,16
chr1_45624054_45627303:chr1_45624054_45627303,6
chr1_45686533_45688180:chr1_45686533_45688180,5
chr1_45750653_45803611:chr1_45750653_45803611,17
chr1_46036122_46040139:chr1_46036122_46040139,5
chr1_46185962_46188682:chr1_46185962_46188682,5
chr1_46221256_46247687:chr1_46221256_46247687,8
chr1_46316776_46340806:chr1_46316776_46340806,5
chr1_46385199_46394316:chr1_46385199_46394316,2
chr1_46413845_46489835:chr1_46413845_46489835,36
chr1_46516216_46532165:chr1_46516216_46532165,8
chr1_46535515_46545640:chr1_46535515_46545640,3
chr1_46551647_46557406:chr1_46551647_46557406,3
chr1_46604268_46607718:chr1_46604268_46607718,4
chr1_46616811_46632736:chr1_46616811_46632736,9
chr1_46668557_46671853:chr1_46668557_46671853,7
chr1_46673594_46675158:chr1_46673594_46675158,9
chr1_46719114_46799045:chr1_46719114_46799045,24
chr1_46819413_46929187:chr1_46819413_46929187,10
chr1_46941476_46961363:chr1_46941476_46961363,8
chr1_47050751_47067230:chr1_47050751_47067230,0
chr1_47118318_47137440:chr1_47118318_47137440,2
chr1_47149727_47183581:chr1_47149727_47183581,10
chr1_47190036_47216289:chr1_47190036_47216289,26
chr1_47232335_47250138:chr1_47232335_47250138,14
chr1_47314896_47333789:chr1_47314896_47333789,4
chr1_47378839_47416284:chr1_47378839_47416284,22
chr1_47418052_47438043:chr1_47418052_47438043,9
chr1_47440691_47760527:chr1_47440691_47760527,110
chr1_47997385_48222715:chr1_47997385_48222715,46
chr1_48248638_48295372:chr1_48248638_48295372,8
chr1_48472204_48532853:chr1_48472204_48532853,8
chr1_50023954_50048054:chr1_50023954_50048054,4
chr1_50203772_50417549:chr1_50203772_50417549,56
chr1_50423443_50437027:chr1_50423443_50437027,7
chr1_50960267_50968705:chr1_50960267_50968705,3
chr1_50974634_51102227:chr1_50974634_51102227,27
chr1_51148086_51236272:chr1_51148086_51236272,23
chr1_51273447_51287257:chr1_51273447_51287257,9
chr1_51345116_51354262:chr1_51345116_51354262,5
chr1_51519266_51617091:chr1_51519266_51617091,36
