gene_name,read_count
P2RY4:NM_002565,1
AWAT1:NM_001013579,0
DGAT2L6:NM_198512,3
IGBP1:NM_001370193,23
OTUD6A:NM_207320,0
AWAT2:NM_001002254,3
EDA:NM_001005612,32
NALF2:NM_015686,3
PJA1:NM_145119,1
EFNB1:NM_004429,5
STARD8:NM_014725,39
YIPF6:NM_001195214,21
OPHN1:NM_002547,33
AR:NM_000044,16
EDA2R:NM_001199687,3
HEPH:NM_138737,63
VSIG4:NM_001184830,7
MSN:NM_002444,66
LAS1L:NM_031206,32
ZC3H12B:NM_001010888,39
ZC4H2:NM_001178032,13
MTMR8:NM_017677,16
ASB12:NM_130388,2
AMER1:NM_152424,5
ARHGEF9:NM_001330495,11
SPIN4:NM_001012968,2
ZXDA:NM_007156,0
NLRP2B:NM_001319967,1
ZXDB:NM_007157,0
SPIN2A:NM_019003,2
FAAH2:NM_001353841,10
SPIN2B:NM_001006681,1
SPIN3:NR_027139,4
NBDY:NM_001348129,9
UBQLN2:NM_013444,3
KLF8:NM_001324105,36
RRAGB:NM_001354013,15
FOXR2:NM_198451,2
USP51:NM_201286,3
MAGEH1:NM_014061,0
PAGE3:NM_001171252,0
PAGE5:NM_001013435,1
NMTRQ-TTG1-1:NMTRQ-TTG1-1,1
FAM104B:NM_001166699,3
PAGE2:NM_207339,0
PAGE2B:NM_001015038,0
ALAS2:NM_001037968,6
APEX2:NM_001271748,6
PFKFB1:NM_001271805,9
TRO:NM_001271183,3
MAGED2:NM_177433,6
ITIH6:NM_198510,5
GNL3L:NM_019067,37
FGD1:NM_004463,14
TSR2:NM_001346792,6
WNK3:NM_020922,17
FAM120C:NM_017848,14
PHF8:NM_001184896,44
HUWE1:NM_031407,121
HSD17B10:NM_001037811,10
RIBC1:NM_001267053,11
SMC1A:NM_001281463,39
IQSEC2:NM_001111125,34
KDM5C:NM_001353981,51
TSPYL2:NM_022117,5
GPR173:NM_018969,5
FAM156A:NM_001242492,2
FAM156B:NM_001321186,0
XAGE3:NM_133179,0
XAGE5:NM_001386970,2
SPANXN5:NM_001009616,0
SSX2B:NM_001164417,0
SSX2:NM_003147,0
SSX7:NM_173358,0
XAGE1B:NM_001097605,0
XAGE1A:NM_001097594,0
XAGE2:NM_130777,1
MAGED4:NM_001272062,0
MAGED4B:NM_001242362,0
MAGED1:NM_001005332,10
GSPT2:NM_018094,1
CENPVL1:NM_001355277,0
CENPVL2:NM_001355278,0
CENPVL3:NM_001355276,1
NUDT11:NM_018159,2
EZHIP:NM_203407,1
NUDT10:NM_153183,1
BMP15:NM_005448,1
SHROOM4:NM_020717,29
DGKK:NM_001013742,10
CCNB3:NM_033031.3_2,9
AKAP4:NM_003886,1
CLCN5:NM_001127898,22
USP27X:NM_001145073,1
PAGE4:NM_001318877,1
PAGE1:NM_003785,7
GAGE1:NR_102272,0
GAGE2A:NM_001127212,0
GAGE12H:NM_001098410,0
GAGE12G:NM_001354422,0
GAGE12F:NM_001098405,0
GAGE12E:NM_001098418,0
GAGE12D:NM_001127199,0
GAGE12C:NM_001098408,0
GAGE12B:NM_001127345,0
GAGE13:NM_001098412,0
GAGE12J:NM_001098406,0
GAGE10:NM_001098413,1
PPP1R3F:NM_001184745,5
FOXP3:NM_014009,7
CCDC22:NM_014008,18
CACNA1F:NM_001256790,9
SYP:NM_003179,5
PRICKLE3:NM_006150,14
PLP2:NM_002668,5
MAGIX:NM_001395401.1_2,2
GPKOW:NM_015698.6_2,12
WDR45:NM_007075.4_2,11
PRAF2:NM_007213.3_2,5
CCDC120:NM_001271836.2_2,7
TFE3:NM_006521.6_2,8
GRIPAP1:NM_020137.5_2,15
KCND1:NM_004979.6_2,3
OTUD5:NM_001136159.2_2,31
PIM2:NM_006875.4_2,15
SLC35A2:NM_001282650.2_2,14
PQBP1:NM_001167990.2_2,10
TIMM17B:NM_001167947.2_2,6
PCSK1N:NM_013271,0
ERAS:NM_181532,3
HDAC6:NM_001321225,17
GATA1:NM_002049,7
GLOD5:NM_001080489,4
SUV39H1:NM_001282166,18
WAS:NM_000377,7
WDR13:NM_001347219,12
RBM3:NM_006743,6
TBC1D25:NM_002536,4
EBP:NM_006579,6
PORCN:NM_022825,3
FTSJ1:NM_001282157,9
SLC38A5:NM_033518,16
SSX4B:NM_001034832,0
SSX4:NM_175729,0
SSX3:NM_021014,2
SSX1:NM_005635,0
SSX5:NM_021015,1
SPACA5B:NM_001079900,0
ZNF630:NM_001282201,0
SPACA5:NM_205856,0
ZNF182:NM_001178099,11
ZNF81:NM_007137,17
UXT:NM_153477,8
ELK1:NM_001257168,26
CFP:NM_001145252,4
TIMP1:NM_003254,3
SYN1:NM_006950,8
ARAF:NM_001654,10
ZNF41:NM_001324150,14
ZNF157:NM_003446,3
USP11:NM_001371072,6
CDK16:NM_033018,10
UBA1:NM_153280,30
RBM10:NM_152856,34
NDUFB11:NM_019056,3
RGN:NM_004683,4
JADE3:NM_001077445,22
RP2:NM_006915,7
SLC9A7:NM_001257291,17
CHST7:NM_019886,7
ZNF674:NM_001039891,6
KRBOX4:NM_017776,7
DIPK2B:NM_176819,12
KDM6A:NM_001291421,51
DUSP21:NM_022076,1
FUNDC1:NM_173794,9
EFHC2:NM_025184,23
NDP:NM_000266,2
MAOB:NM_000898,7
MAOA:NM_001270458,14
PPP1R2C:NM_025210,1
GPR82:NM_080817,1
GPR34:NM_005300,2
CASK:NM_001367721,34
NYX:NM_001378477,5
DDX3X:NR_126093,9
USP9X:NM_001039591,56
MED14:NM_004229,23
CXorf38:NM_001330455,14
MPC1L:NM_001195522,0
ATP6AP2:NM_005765,6
BCOR:NM_001123383,68
MID1IP1:NM_001098791,4
TSPAN7:NM_004615,12
OTC:NM_000531,5
RPGR:NM_000328,6
SRPX:NM_006307,10
H2AL3:NM_001395555,0
H2AP:NM_012274,0
SYTL5:NM_138780,11
DYNLT3:NM_006520,1
CYBB:NM_000397,2
XK:NM_021083,8
LANCL3:NM_001170331,11
PRRG1:NM_001142395,16
FAM47C:NM_001013736,0
CFAP47:NM_001304548,25
MAGEB16:NM_001370158,2
FAM47B:NM_152631,0
TMEM47:NM_031442,1
FAM47A:NM_203408,0
DMD:NM_000109,216
FTHL17:NM_031894,2
TAB3:NM_152787,21
GK:NM_000167,12
TASL:NM_025159,3
NR0B1:NM_000475,3
MAGEB1:NM_177415,3
MAGEB4:NM_002367,1
MAGEB3:NM_001386865,1
MAGEB2:NM_002364,6
IL1RAPL1:NM_014271,98
DCAF8L1:NM_001017930,2
MAGEB10:NM_182506,4
DCAF8L2:NM_001353450,8
PPP4R3C:NM_207319,0
MAGEB5:NM_001271752,0
MAGEB6:NM_173523,1
MAGEB6B:NM_001396029,2
MAGEB18:NM_173699,0
ARX:NM_139058,6
POLA1:NM_016937,98
PCYT1B:NM_001163264,16
PDK3:NM_001142386,10
SUPT20HL1:NM_001136234,1
SUPT20HL2:NM_001136233,0
ZFX:NM_001330327,25
EIF2S3:NM_001415,18
KLHL15:NM_030624,16
CXorf58:NM_001169574,1
APOO:NM_024122,13
SAT1:NM_002970,1
ACOT9:NM_001037171,15
PRDX4:NM_006406,7
PTCHD1:NM_173495,8
DDX53:NM_182699,1
CBLL2:NM_152577,0
PHEX:NM_001282754,24
SMS:NM_001258423,21
YY2:NM_206923,1
MBTPS2:NM_015884,5
SMPX:NM_014332,8
KLHL34:NM_153270,0
CNKSR2:NM_001330772,13
RPS6KA3:NM_004586,31
EIF1AX:NM_001412,7
MAP7D2:NM_001168465,17
BCLAF3:NM_001367774,13
SH3KBP1:NM_001353891,56
MAP3K15:NM_001001671,20
PDHA1:NM_000284,13
ADGRG2:NM_001079858,20
PHKA2:NM_000292,33
PPEF1:NM_001377986,19
RS1:NM_000330,3
CDKL5:NM_003159,26
SCML2:NM_006089,16
BEND2:NM_153346,8
RAI2:NM_001172743,7
SCML1:NM_001037536,3
NHS:NM_198270,59
REPS2:NM_001080975,30
RBBP7:NM_002893,21
TXLNG:NM_001168683,35
SYAP1:NM_032796,28
S100G:NM_004057,3
CTPS2:NM_019857,34
MAGEB17:NM_001277307,1
GRPR:NM_005314,7
AP1S2:NM_001272071,5
ZRSR2:NM_005089,10
CA5B:NM_007220,7
CLTRN:NM_020665,9
ACE2:NM_001386259,17
BMX:NM_001320866,9
PIR:NM_003662,24
VEGFD:NM_004469,5
PIGA:NM_020473,5
ASB11:NM_080873,3
ASB9:NM_001168531,5
MOSPD2:NM_152581,9
FANCB:NM_001018113,3
GLRA2:NM_001118885,18
GEMIN8:NM_017856,9
GPM6B:NM_001001994,20
OFD1:NM_001330209,17
TRAPPC2:NM_001011658,15
RAB9A:NM_001195328,9
TCEANC:NM_001297564,6
EGFL6:NM_015507,10
ATXN3L:NM_001135995,4
FAM9C:NM_174901,2
TMSB4X:NM_021109,2
TLR8:NM_138636,1
TLR7:NM_016562,6
PRPS2:NM_002765,14
FRMPD4:NM_001368395,99
MSL3:NM_001282174,9
AMELX:NM_182681,5
ARHGAP6:NM_013427,159
HCCS:NM_001171991,11
MID1:NM_033290,34
CLCN4:NM_001256944,12
WWC3:NM_015691,20
CLDN34:NM_001195081,0
SHROOM2:NM_001649,23
GPR143:NM_000273,6
TBL1X:NM_001139467,142
FAM9B:NM_205849,2
FAM9A:NM_174951,0
ANOS1:NM_000216,25
VCX3B:NM_001001888,0
VCX2:NM_016378,0
PNPLA4:NM_001142389,10
VCX:NM_013452,0
STS:NM_001320750,23
PUDP:NM_001135565,27
VCX3A:NM_016379,0
NLGN4X:NM_001282145,42
PRKX:NM_005044,34
MXRA5:NM_015419,5
ARSF:NM_001201538,1
ARSH:NM_001011719,4
ARSL:NM_001369080,6
ARSD:NM_001669,6
GYG2:NM_001184704,12
XG:NM_175569,8
RABL2B:NM_001350004,0
ACR:NM_001097.3_2,0
SHANK3:NM_001372044.2_2,11
ARSA:NM_000487,5
MAPK8IP2:NM_012324,1
CHKB:NM_005198,3
CPT1B:NM_152245,7
CHKB-CPT1B:NR_027928,7
SYCE3:NM_001123225,5
KLHDC7B:NM_138433,6
ODF3B:NM_001014440,0
TYMP:NM_001257988,2
SCO2:NM_001169109,5
NCAPH2:NM_152299,13
LMF2:NM_001363816,5
MIOX:NM_017584,2
ADM2:NM_001253845,4
SBF1:NM_001365819,24
PPP6R2:NM_001351648,52
DENND6B:NM_001001794,4
PLXNB2:NM_001376879,15
MAPK11:NM_002751,4
MAPK12:NM_002969,6
HDAC10:NM_032019,6
TUBGCP6:NM_020461,20
SELENOO:NM_031454,12
TRABD:NM_001320485,9
PANX2:NM_001160300,3
MOV10L1:NM_001164104,12
MLC1:NM_001376473,7
TTLL8:NM_001350317,3
IL17REL:NM_001001694,4
PIM3:NM_001001852,6
CRELD2:NM_001284317,4
ALG12:NM_024105,7
ZBED4:NM_014838,12
BRD1:NM_001349942,37
TAFA5:NM_001082967,44
TBC1D22A:NM_001284303,146
CERK:NM_022766,31
GRAMD4:NM_001366660,60
CELSR1:NM_001378328,23
TRMU:NM_001282784,24
GTSE1:NM_016426,16
TTC38:NM_017931,18
PKDREJ:NM_006071,7
CDPF1:NM_207327,4
PPARA:NM_001393941,29
WNT7B:NM_058238,12
ATXN10:NM_001167621,46
FBLN1:NM_006486,19
RIBC2:NM_015653,7
SMC1B:NM_148674,10
FAM118A:NM_001104595,28
UPK3A:NM_001167574,2
KIAA0930:NM_001009880,17
NUP50:NM_007172,15
PHF21B:NM_138415,22
ARHGAP8:NM_001198726,13
PRR5-ARHGAP8:NM_181334,26
PRR5:NM_001017529,19
RTL6:NM_032287,1
SHISAL1:NM_001099294,8
PARVG:NM_001137605,4
PARVB:NM_001003828,79
