Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
BIK,no,no,yes,no,no,no
MTERF1,no,no,yes,no,no,no
MTFR2,no,no,yes,no,no,no
TOMM20L,no,no,yes,no,no,no
MYG1,no,no,yes,no,no,no
SPATA20,no,no,yes,no,no,no
OXCT2,no,no,yes,no,no,no
CCDC127,no,no,yes,no,no,no
CRY1,no,no,yes,no,yes,no
ACSM2B,no,no,yes,no,no,no
MYO19,no,no,yes,no,no,no
MGME1,no,no,yes,no,no,no
SEPTIN4,no,no,yes,no,no,no
EFHD1,no,no,yes,no,no,no
RAB5IF,no,no,yes,no,no,no
SPTLC2,no,no,yes,no,no,no
DMAC1,no,no,yes,no,no,no
ATPSCKMT,no,no,yes,no,no,no
NEU4,no,no,yes,no,no,no
AGK,no,no,yes,no,no,no
DUS2,no,no,yes,no,no,no
PLD6,no,no,yes,no,no,no
TOMM34,no,no,yes,no,no,no
PRORP,no,no,yes,no,no,no
PLSCR3,no,no,yes,no,no,no
CKMT1B,no,no,yes,no,no,no
NDUFB1,no,no,yes,no,no,no
ATP5MF-PTCD1,no,no,yes,no,no,no
EXD2,no,no,yes,no,no,no
ARMC10,no,no,yes,no,no,no
MIEF2,no,no,yes,no,no,no
THG1L,no,no,yes,no,no,no
GOLPH3,no,no,yes,no,no,no
PREPL,no,no,yes,no,no,no
FASTKD3,no,no,yes,no,no,no
CEP89,no,no,yes,no,no,no
GPAT2,no,no,yes,no,no,no
NBR1,no,no,yes,no,no,no
SETD9,no,no,yes,no,no,no
CYP11B1,no,no,yes,no,no,no
CSKMT,no,no,yes,no,no,no
MIGA1,no,no,yes,no,no,no
RPIA,no,no,yes,no,no,no
BAD,no,no,yes,no,no,no
BCL2A1,no,no,yes,no,no,no
BCL2L2,no,no,yes,no,no,no
DNA2,no,no,yes,no,no,no
MT-ND6,no,no,yes,no,no,no
ALKBH1,no,no,yes,no,no,no
PICK1,no,no,yes,no,no,no
AKAP10,no,no,yes,no,no,no
STYXL1,no,no,yes,no,no,no
ADCY10,no,no,yes,no,no,no
SPHK2,no,no,yes,no,no,no
NSUN3,no,no,yes,no,no,no
PABPC5,no,no,yes,no,no,no
PRSS35,no,no,yes,no,no,no
PRIMPOL,no,no,yes,no,no,no
SERAC1,no,no,yes,no,no,no
TRMT61B,no,no,yes,no,no,no
PDE2A,no,no,yes,no,no,no
PLGRKT,no,no,yes,no,no,no
ETFBKMT,no,no,yes,no,no,no
RTL10,no,no,yes,no,no,no
SPIRE1,no,no,yes,no,no,no
C2orf69,no,no,yes,no,no,no
ARMCX2,no,no,yes,no,no,no
ARMCX1,no,no,yes,no,no,no
POLB,no,no,yes,no,no,yes
SNAP29,no,no,yes,no,no,no
ARMCX3,no,no,yes,no,no,no
ARMCX6,no,no,yes,no,no,no
METTL4,no,no,yes,no,no,no
SPHKAP,no,no,yes,no,no,no
NAT8L,no,no,yes,no,no,no
MCCD1,no,no,yes,no,no,no
PIGBOS1,no,no,yes,no,no,no
HTD2,no,no,yes,no,no,no
RP11_469A15.2,no,no,yes,no,no,no
ATF1,no,no,no,yes,no,no
SOX3,no,no,no,yes,no,no
SPIB,no,no,no,yes,no,no
ZNF620,no,no,no,yes,no,no
ZNF225,no,no,no,yes,no,no
HOXD13,no,no,no,yes,no,no
NR1D1,no,no,no,yes,no,no
FOXJ3,no,no,no,yes,no,no
ZBED3,no,no,no,yes,no,no
BCL6B,no,no,no,yes,no,no
HAND2,no,no,no,yes,no,no
ZNF576,no,no,no,yes,no,no
TBX3,no,no,no,yes,no,no
FOXN2,no,no,no,yes,no,no
BATF3,no,no,no,yes,no,no
ZNF792,no,no,no,yes,no,no
ZNF717,no,no,no,yes,no,no
RREB1,no,no,no,yes,no,no
ZFP57,no,no,no,yes,no,no
GATAD2A,no,no,no,yes,no,no
AFF1,no,no,no,yes,no,no
ZSCAN21,no,no,no,yes,no,no
HOXD8,no,no,no,yes,no,no
DMRT2,no,no,no,yes,no,no
PAX1,no,no,no,yes,no,no
ZFP91,no,no,no,yes,no,no
ZNF30,no,no,no,yes,no,no
EGR4,no,no,no,yes,no,no
ETV1,no,no,no,yes,no,no
ZNF679,no,no,no,yes,no,no
TSC22D2,no,no,no,yes,no,no
ZNF236,no,no,no,yes,no,no
ZBTB2,no,no,no,yes,no,no
NSD2,no,no,no,yes,no,no
MYOG,no,no,no,yes,no,no
MEIS1,no,no,no,yes,no,no
ZNF32,no,no,no,yes,no,no
HOXB6,no,no,no,yes,no,no
FOXE3,no,no,no,yes,no,no
GTF2IRD1,no,no,no,yes,no,no
ZNF223,no,no,no,yes,no,no
TLX3,no,no,no,yes,no,no
ALX3,no,no,no,yes,no,no
TSC22D1,no,no,no,yes,no,no
HOXA5,no,no,no,yes,no,no
RFX3,no,no,no,yes,no,no
PDX1,no,no,no,yes,no,no
ZNF316,no,no,no,yes,no,no
ZNF268,no,no,no,yes,no,no
PGR,no,no,no,yes,no,no
TRPS1,no,no,no,yes,no,no
NKX6-2,no,no,no,yes,no,no
NR4A3,no,no,no,yes,no,no
UBTFL1,no,no,no,yes,no,no
ZNF354A,no,no,no,yes,no,no
CEBPD,no,no,no,yes,no,no
ZNF135,no,no,no,yes,no,no
NKX2-3,no,no,no,yes,no,no
MAFF,no,no,no,yes,no,no
ZBTB45,no,no,no,yes,no,no
ZNF461,no,no,no,yes,no,no
SP2,no,no,no,yes,no,no
PINX1,no,no,no,yes,no,no
ZNF500,no,no,no,yes,no,no
ESRRB,no,no,no,yes,no,no
ZNF439,no,no,no,yes,no,no
NOBOX,no,no,no,yes,no,no
ZNF581,no,no,no,yes,no,no
ZNF600,no,no,no,yes,no,no
GZF1,no,no,no,yes,no,no
HOXA1,no,no,no,yes,no,no
ZNF713,no,no,no,yes,no,no
LCOR,no,no,no,yes,no,no
IRF4,no,no,no,yes,no,no
ZNF17,no,no,no,yes,no,no
EMX1,no,no,no,yes,no,no
ZNF583,no,no,no,yes,no,no
PRRX2,no,no,no,yes,no,no
GCM1,no,no,no,yes,no,no
MAFK,no,no,no,yes,no,no
TSHZ3,no,no,no,yes,no,no
MZF1,no,no,no,yes,no,no
ZNF205,no,no,no,yes,no,no
ZNF672,no,no,no,yes,no,no
PLAGL1,no,no,no,yes,no,no
ZNF578,no,no,no,yes,no,no
ZNF665,no,no,no,yes,no,no
ZBTB42,no,no,no,yes,no,no
ZNF736,no,no,no,yes,no,no
ZNF705A,no,no,no,yes,no,no
HOXA10,no,no,no,yes,no,no
ZNF770,no,no,no,yes,no,no
HEY1,no,no,no,yes,no,no
ZNF446,no,no,no,yes,no,no
ZNF571,no,no,no,yes,no,no
MYF5,no,no,no,yes,no,no
POU6F2,no,no,no,yes,no,no
ZMIZ2,no,no,no,yes,no,no
NFILZ,no,no,no,yes,no,no
ZNF415,no,no,no,yes,no,no
ZNF776,no,no,no,yes,no,no
KLF17,no,no,no,yes,no,no
TCF15,no,no,no,yes,no,no
ZNF549,no,no,no,yes,no,no
MESP1,no,no,no,yes,no,no
MAEL,no,no,no,yes,no,no
JAZF1,no,no,no,yes,no,no
PAX6,no,no,no,yes,no,no
ZNF575,no,no,no,yes,no,no
ZNF594,no,no,no,yes,no,no
IRF6,no,no,no,yes,no,no
MSX1,no,no,no,yes,no,no
ZNF429,no,no,no,yes,no,no
ZNF718,no,no,no,yes,no,no
ZNF107,no,no,no,yes,no,no
SATB1,no,no,no,yes,no,no
ADNP,no,no,no,yes,no,no
ZSCAN26,no,no,no,yes,no,no
NFATC3,no,no,no,yes,no,no
KLF6,no,no,no,yes,no,no
TBR1,no,no,no,yes,no,no
MXD1,no,no,no,yes,no,yes
PRDM9,no,no,no,yes,no,no
ZNF652,no,no,no,yes,no,no
ZNF654,no,no,no,yes,no,no
TBX6,no,no,no,yes,no,no
ZNF84,no,no,no,yes,no,no
ATOH8,no,no,no,yes,no,no
FOXD4L4,no,no,no,yes,no,no
KLF13,no,no,no,yes,no,no
CCDC169-SOHLH2,no,no,no,yes,no,no
ZNF469,no,no,no,yes,no,no
ZBTB22,no,no,no,yes,no,no
PAX7,no,no,no,yes,no,no
ZNF547,no,no,no,yes,no,no
ZNF626,no,no,no,yes,no,no
TBX22,no,no,no,yes,no,no
ZNF563,no,no,no,yes,no,no
HOXA13,no,no,no,yes,no,no
ZNF442,no,no,no,yes,no,no
SRY,no,no,no,yes,no,no
ZFP92,no,no,no,yes,no,no
DBP,no,no,no,yes,no,no
ARX,no,no,no,yes,no,no
ZHX3,no,no,no,yes,no,no
ZFY,no,no,no,yes,no,no
ZSCAN10,no,no,no,yes,no,no
EGR2,no,no,no,yes,no,no
ZNF775,no,no,no,yes,no,no
GSC,no,no,no,yes,no,no
NKX2-4,no,no,no,yes,no,no
NFATC4,no,no,no,yes,no,no
ZBTB46,no,no,no,yes,no,no
ZIC4,no,no,no,yes,no,no
MEF2A,no,no,no,yes,no,no
ID1,no,no,no,yes,no,no
TULP2,no,no,no,yes,no,no
MGA,no,no,no,yes,no,no
MYBL2,no,no,no,yes,no,no
ZNF606,no,no,no,yes,no,no
TULP4,no,no,no,yes,no,no
FOXR2,no,no,no,yes,no,no
HOXB3,no,no,no,yes,no,no
ZNF230,no,no,no,yes,no,no
PBX1,no,no,no,yes,no,no
MTA3,no,no,no,yes,no,no
CSRNP2,no,no,no,yes,no,no
ZBED2,no,no,no,yes,no,no
NR1I3,no,no,no,yes,no,no
ATF7,no,no,no,yes,no,no
ZBTB10,no,no,no,yes,no,no
ZNF568,no,no,no,yes,no,no
ZNF304,no,no,no,yes,no,no
ZNF527,no,no,no,yes,no,no
FOXI2,no,no,no,yes,no,no
AFF2,no,no,no,yes,no,no
ZNF761,no,no,no,yes,no,no
ZNF747,no,no,no,yes,no,no
MEIS3,no,no,no,yes,no,no
TFAP2E,no,no,no,yes,no,no
FEV,no,no,no,yes,no,no
HOXC9,no,no,no,yes,no,no
ZNF22,no,no,no,yes,no,no
NR1D2,no,no,no,yes,no,no
ZNF865,no,no,no,yes,no,no
ZNF416,no,no,no,yes,no,no
ALX4,no,no,no,yes,no,no
CTCFL,no,no,no,yes,no,no
LBX2,no,no,no,yes,no,no
ZIC5,no,no,no,yes,no,no
ZNF780A,no,no,no,yes,no,no
HOXA7,no,no,no,yes,no,no
ZNF579,no,no,no,yes,no,no
SMARCC2,no,no,no,yes,no,no
PBX3,no,no,no,yes,no,no
OTP,no,no,no,yes,no,no
TBXT,no,no,no,yes,no,no
ZNF671,no,no,no,yes,no,no
ZNF705G,no,no,no,yes,no,no
ZNF512,no,no,no,yes,no,no
CBFB,no,no,no,yes,no,no
LCORL,no,no,no,yes,no,no
BATF2,no,no,no,yes,no,no
ZNF528,no,no,no,yes,no,no
SMARCE1,no,no,no,yes,no,no
ZNF778,no,no,no,yes,no,no
ZFP30,no,no,no,yes,no,no
ZNF492,no,no,no,yes,no,no
GRHL3,no,no,no,yes,no,no
ZNF618,no,no,no,yes,no,no
ZNF720,no,no,no,yes,no,no
BHLHA9,no,no,no,yes,no,no
TGIF2LY,no,no,no,yes,no,no
ZNF507,no,no,no,yes,no,no
SOHLH2,no,no,no,yes,no,no
TBX5,no,no,no,yes,no,no
IRX2,no,no,no,yes,no,no
CDIP1,no,no,no,yes,no,no
ZKSCAN8,no,no,no,yes,no,no
ZNF592,no,no,no,yes,no,no
ZNF114,no,no,no,yes,no,no
PRDM15,no,no,no,yes,no,no
ZNF438,no,no,no,yes,no,no
ZNF580,no,no,no,yes,no,no
ARNTL2,no,no,no,yes,no,no
ZNF286A-TBC1D26,no,no,no,yes,no,no
ZNF692,no,no,no,yes,no,no
HOXB7,no,no,no,yes,no,yes
ZNF253,no,no,no,yes,no,no
NRF1,no,no,no,yes,no,no
USF3,no,no,no,yes,no,no
HOXC10,no,no,no,yes,no,no
NPAS1,no,no,no,yes,no,no
CIC,no,no,no,yes,no,no
ZNF541,no,no,no,yes,no,no
NR2F2,no,no,no,yes,no,no
ZNF473,no,no,no,yes,no,no
ZNF276,no,no,no,yes,no,no
TCF12,no,no,no,yes,no,no
ZNF519,no,no,no,yes,no,no
ZNF211,no,no,no,yes,no,no
RBAK,no,no,no,yes,no,no
ZKSCAN4,no,no,no,yes,no,no
ZNF667,no,no,no,yes,no,no
INSM1,no,no,no,yes,no,no
ZNF420,no,no,no,yes,no,no
SP140L,no,no,no,yes,no,no
ZBTB39,no,no,no,yes,no,no
RHOXF1,no,no,no,yes,no,no
ZNF722P,no,no,no,yes,no,no
ZNF460,no,no,no,yes,no,no
TULP3,no,no,no,yes,no,no
NEUROG1,no,no,no,yes,no,no
ZNF625,no,no,no,yes,no,no
FOXN4,no,no,no,yes,no,no
ZHX2,no,no,no,yes,no,no
ZNF385A,no,no,no,yes,no,no
SOX30,no,no,no,yes,no,no
AHRR,no,no,no,yes,no,no
FOXK2,no,no,no,yes,no,no
ZNF655,no,no,no,yes,no,no
ZNF148,no,no,no,yes,no,no
ZNF81,no,no,no,yes,no,no
THAP7,no,no,no,yes,no,no
ZNF490,no,no,no,yes,no,no
ARGFX,no,no,no,yes,no,no
ZNF337,no,no,no,yes,no,no
ZNF275,no,no,no,yes,no,no
HIVEP3,no,no,no,yes,no,no
NFXL1,no,no,no,yes,no,no
PRDM13,no,no,no,yes,no,no
ZNF587,no,no,no,yes,no,no
ZNF285,no,no,no,yes,no,no
DEAF1,no,no,no,yes,no,no
ATOH1,no,no,no,yes,no,no
ZNF678,no,no,no,yes,no,no
GATA5,no,no,no,yes,no,no
GCFC2,no,no,no,yes,no,no
ISL2,no,no,no,yes,no,no
ZNF649,no,no,no,yes,no,no
ZNF468,no,no,no,yes,no,no
POU5F1,no,no,no,yes,no,no
NHLH2,no,no,no,yes,no,no
ISX,no,no,no,yes,no,no
NANOG,no,no,no,yes,no,no
GFI1,no,no,no,yes,no,no
ARID3B,no,no,no,yes,no,no
ZBTB11,no,no,no,yes,no,no
ZXDC,no,no,no,yes,no,no
THAP12,no,no,no,yes,no,no
GSX1,no,no,no,yes,no,no
IRF3,no,no,no,yes,no,no
ZNF669,no,no,no,yes,no,no
ZNF572,no,no,no,yes,no,no
TEF,no,no,no,yes,no,no
TLX2,no,no,no,yes,no,no
ZNF250,no,no,no,yes,no,no
TFDP3,no,no,no,yes,no,no
FOXC1,no,no,no,yes,no,no
RARG,no,no,no,yes,no,no
ZSCAN16,no,no,no,yes,no,no
ZNF264,no,no,no,yes,no,no
TULP1,no,no,no,yes,no,no
ZNF189,no,no,no,yes,no,no
IRF9,no,no,no,yes,no,no
ZNF607,no,no,no,yes,no,no
ZFP91-CNTF,no,no,no,yes,no,no
ZNF140,no,no,no,yes,no,no
DLX3,no,no,no,yes,no,no
ZNF589,no,no,no,yes,no,no
ZNF556,no,no,no,yes,no,no
SNAI2,no,no,no,yes,no,no
ZNF799,no,no,no,yes,no,no
ZNF394,no,no,no,yes,no,no
ZNF136,no,no,no,yes,no,no
FOXD1,no,no,no,yes,no,no
ZBTB3,no,no,no,yes,no,no
ZNF532,no,no,no,yes,no,no
KLF12,no,no,no,yes,no,no
PIAS1,no,no,no,yes,no,no
ZNF69,no,no,no,yes,no,no
ZNF385B,no,no,no,yes,no,no
ZNF33A,no,no,no,yes,no,no
ZNF683,no,no,no,yes,no,no
PTF1A,no,no,no,yes,no,no
ZNF597,no,no,no,yes,no,no
FOXD2,no,no,no,yes,no,no
POU4F2,no,no,no,yes,no,no
RBPJ,no,no,no,yes,no,no
EOMES,no,no,no,yes,no,no
FLI1,no,no,no,yes,no,no
PRDM14,no,no,no,yes,no,no
POU3F4,no,no,no,yes,no,no
POU5F2,no,no,no,yes,no,no
ZNF233,no,no,no,yes,no,no
ZNF121,no,no,no,yes,no,no
ZNF544,no,no,no,yes,no,no
POU1F1,no,no,no,yes,no,yes
ZBTB8B,no,no,no,yes,no,no
KLF9,no,no,no,yes,no,no
ONECUT1,no,no,no,yes,no,no
ZNF707,no,no,no,yes,no,no
FOXI1,no,no,no,yes,no,no
NFX1,no,no,no,yes,no,no
SOX9,no,no,no,yes,no,no
ZNF436,no,no,no,yes,no,no
POU5F1B,no,no,no,yes,no,no
ZNF763,no,no,no,yes,no,no
FOSL1,no,no,no,yes,no,no
ZNF740,no,no,no,yes,no,no
ZBTB41,no,no,no,yes,no,no
FOXO6,no,no,no,yes,no,no
ZNF711,no,no,no,yes,no,no
TOX3,no,no,no,yes,no,no
SOX17,no,no,no,yes,no,no
THRB,no,no,no,yes,no,no
FOXR1,no,no,no,yes,no,no
ZNF117,no,no,no,yes,no,no
NKX2-8,no,no,no,yes,no,no
NR1I2,no,no,no,yes,no,no
CLOCK,no,no,no,yes,no,yes
LHX4,no,no,no,yes,no,no
ZNF200,no,no,no,yes,no,no
PRDM1,no,no,no,yes,no,no
TSHZ1,no,no,no,yes,no,no
NANOGNB,no,no,no,yes,no,no
CRX,no,no,no,yes,no,no
TOX2,no,no,no,yes,no,no
MKX,no,no,no,yes,no,no
OLIG1,no,no,no,yes,no,no
ATOH7,no,no,no,yes,no,no
POU3F2,no,no,no,yes,no,no
BSX,no,no,no,yes,no,no
ZNF852,no,no,no,yes,no,no
ZNF93,no,no,no,yes,no,no
ZNF501,no,no,no,yes,no,no
SMAD5,no,no,no,yes,no,no
SOX6,no,no,no,yes,no,no
GTF2I,no,no,no,yes,no,no
CSRNP1,no,no,no,yes,no,no
RAX,no,no,no,yes,no,no
ASCL4,no,no,no,yes,no,no
INSM2,no,no,no,yes,no,no
CTCF,no,no,no,yes,no,no
IRF2,no,no,no,yes,no,no
HINFP,no,no,no,yes,no,no
ZNF710,no,no,no,yes,no,no
DBX1,no,no,no,yes,no,no
HIC2,no,no,no,yes,no,no
IRF8,no,no,no,yes,no,no
ZBTB7B,no,no,no,yes,no,no
ZNF582,no,no,no,yes,no,no
ZNF197,no,no,no,yes,no,no
NFE2L3,no,no,no,yes,no,no
ZNF20,no,no,no,yes,no,no
SNAI1,no,no,no,yes,no,no
ZNF496,no,no,no,yes,no,no
ZNF335,no,no,no,yes,no,no
RARB,no,no,no,yes,no,no
ZFP1,no,no,no,yes,no,no
NR2F6,no,no,no,yes,no,no
SIX5,no,no,no,yes,no,no
PAXBP1,no,no,no,yes,no,no
ZNF879,no,no,no,yes,no,no
ZFP62,no,no,no,yes,no,no
HOXA9,no,no,no,yes,no,no
NFIX,no,no,no,yes,no,no
PAX8,no,no,no,yes,no,no
ZNF235,no,no,no,yes,no,no
FOXP3,no,no,no,yes,no,no
KLF1,no,no,no,yes,no,no
ZNF800,no,no,no,yes,no,no
CSRNP3,no,no,no,yes,no,no
ZNF577,no,no,no,yes,no,no
ZNF555,no,no,no,yes,no,no
ZFAT,no,no,no,yes,no,no
ELK4,no,no,no,yes,no,no
CEBPE,no,no,no,yes,no,no
ZBTB33,no,no,no,yes,no,no
THRA,no,no,no,yes,no,no
ZBTB18,no,no,no,yes,no,no
ZNF227,no,no,no,yes,no,no
ZNF445,no,no,no,yes,no,no
ONECUT2,no,no,no,yes,no,no
HSFX3,no,no,no,yes,no,no
MAX,no,no,no,yes,no,yes
ZBTB16,no,no,no,yes,no,no
VEZF1,no,no,no,yes,no,no
HMX3,no,no,no,yes,no,no
ZNF479,no,no,no,yes,no,no
ZBTB12,no,no,no,yes,no,no
HOXD3,no,no,no,yes,no,no
EBF4,no,no,no,yes,no,no
PAX5,no,no,no,yes,no,no
ZNF808,no,no,no,yes,no,no
ZNF284,no,no,no,yes,no,no
ZNF229,no,no,no,yes,no,no
ZNF821,no,no,no,yes,no,no
MLX,no,no,no,yes,no,no
IRF7,no,no,no,yes,no,no
NKX3-2,no,no,no,yes,no,no
FOXP4,no,no,no,yes,no,no
HSF5,no,no,no,yes,no,no
ZNF554,no,no,no,yes,no,no
ZNF248,no,no,no,yes,no,no
ZNF674,no,no,no,yes,no,no
HES3,no,no,no,yes,no,no
TOX4,no,no,no,yes,no,no
IRX1,no,no,no,yes,no,no
ZBTB7A,no,no,no,yes,no,no
ZNF292,no,no,no,yes,no,no
AFF3,no,no,no,yes,no,no
HSFX1,no,no,no,yes,no,no
CDX2,no,no,no,yes,no,no
ZSCAN5B,no,no,no,yes,no,no
SCRT1,no,no,no,yes,no,no
ZNF384,no,no,no,yes,no,no
ZNF749,no,no,no,yes,no,no
POU6F1,no,no,no,yes,no,no
HSFY2,no,no,no,yes,no,no
GATA4,no,no,no,yes,no,no
ZNF317,no,no,no,yes,no,no
MSC,no,no,no,yes,no,no
FOXD4,no,no,no,yes,no,no
GTF2IRD2B,no,no,no,yes,no,no
ZNF738,no,no,no,yes,no,no
STAT5B,no,no,no,yes,no,yes
ZNF835,no,no,no,yes,no,no
TAL1,no,no,no,yes,no,no
ZNF708,no,no,no,yes,no,no
PHOX2B,no,no,no,yes,no,no
TCF7L1,no,no,no,yes,no,no
POU2F3,no,no,no,yes,no,no
TSC22D3,no,no,no,yes,no,no
TGIF2LX,no,no,no,yes,no,no
BARX2,no,no,no,yes,no,no
PRDM10,no,no,no,yes,no,no
ZNF175,no,no,no,yes,no,no
ARID4B,no,no,no,yes,no,no
ZNF605,no,no,no,yes,no,no
LYL1,no,no,no,yes,no,no
ANHX,no,no,no,yes,no,no
ZBTB21,no,no,no,yes,no,no
ZNF174,no,no,no,yes,no,no
ZXDB,no,no,no,yes,no,no
ZNF282,no,no,no,yes,no,no
ZNF827,no,no,no,yes,no,no
ZNF784,no,no,no,yes,no,no
ZNF696,no,no,no,yes,no,no
CDX4,no,no,no,yes,no,no
ZBTB14,no,no,no,yes,no,no
MLXIPL,no,no,no,yes,no,no
ZNF599,no,no,no,yes,no,no
HSFY1,no,no,no,yes,no,no
ZBTB7C,no,no,no,yes,no,no
ZFP3,no,no,no,yes,no,no
ELF2,no,no,no,yes,no,no
ZNF182,no,no,no,yes,no,no
LBX1,no,no,no,yes,no,no
HOXA4,no,no,no,yes,no,no
THAP3,no,no,no,yes,no,no
ZFP82,no,no,no,yes,no,no
SOX21,no,no,no,yes,no,no
NR2C2,no,no,no,yes,no,no
ZNF286A,no,no,no,yes,no,no
HMX2,no,no,no,yes,no,no
ZNF155,no,no,no,yes,no,no
ZNF138,no,no,no,yes,no,no
LMX1B,no,no,no,yes,no,no
MLXIP,no,no,no,yes,no,no
RFX7,no,no,no,yes,no,no
ZNF224,no,no,no,yes,no,no
ZNF586,no,no,no,yes,no,no
ZNF366,no,no,no,yes,no,no
HIC1,no,no,no,yes,no,yes
ZNF551,no,no,no,yes,no,no
TFAP2B,no,no,no,yes,no,no
FOXN1,no,no,no,yes,no,no
GSC2,no,no,no,yes,no,no
CUX1,no,no,no,yes,no,no
SSRP1,no,no,no,yes,no,no
ZNF213,no,no,no,yes,no,no
NR6A1,no,no,no,yes,no,no
NOTO,no,no,no,yes,no,no
ZNF780B,no,no,no,yes,no,no
SP100,no,no,no,yes,no,no
THAP2,no,no,no,yes,no,no
ZNF343,no,no,no,yes,no,no
ZIC1,no,no,no,yes,no,no
ETV6,no,no,no,yes,no,no
ID4,no,no,no,yes,no,no
ZNF70,no,no,no,yes,no,no
ZNF525,no,no,no,yes,no,no
MNX1,no,no,no,yes,no,no
SOHLH1,no,no,no,yes,no,no
ZNF723,no,no,no,yes,no,no
UBP1,no,no,no,yes,no,no
PRDM12,no,no,no,yes,no,no
ZBTB38,no,no,no,yes,no,no
ZNF76,no,no,no,yes,no,no
ZNF277,no,no,no,yes,no,no
CDC5L,no,no,no,yes,no,no
NFIL3,no,no,no,yes,no,no
ZNF25,no,no,no,yes,no,no
ZNF771,no,no,no,yes,no,no
ZMIZ1,no,no,no,yes,no,no
SIX4,no,no,no,yes,no,no
ZNF354B,no,no,no,yes,no,no
ZNF564,no,no,no,yes,no,no
ZSCAN1,no,no,no,yes,no,no
ZBTB4,no,no,no,yes,no,no
TBX19,no,no,no,yes,no,no
HOXD9,no,no,no,yes,no,no
TCF7L2,no,no,no,yes,no,no
ZNF165,no,no,no,yes,no,no
ZNF485,no,no,no,yes,no,no
AIRE,no,no,no,yes,no,no
ATMIN,no,no,no,yes,no,no
HMGXB3,no,no,no,yes,no,no
ZNF19,no,no,no,yes,no,no
SALL3,no,no,no,yes,no,no
HOPX,no,no,no,yes,no,no
ZNF157,no,no,no,yes,no,no
ZNF263,no,no,no,yes,no,no
ETV3L,no,no,no,yes,no,no
PRDM5,no,no,no,yes,no,no
HHEX,no,no,no,yes,no,no
ZNF680,no,no,no,yes,no,no
DLX6,no,no,no,yes,no,no
BARHL2,no,no,no,yes,no,no
ZNF33B,no,no,no,yes,no,no
ZNF793,no,no,no,yes,no,no
RFX8,no,no,no,yes,no,no
ZNF433,no,no,no,yes,no,no
ZNF764,no,no,no,yes,no,no
ZBTB40,no,no,no,yes,no,no
TCF7,no,no,no,yes,no,no
ZNF132,no,no,no,yes,no,no
KLF8,no,no,no,yes,no,no
FOXI3,no,no,no,yes,no,no
NEUROG3,no,no,no,yes,no,no
DACH1,no,no,no,yes,no,no
FOXO3B,no,no,no,yes,no,no
ZHX1,no,no,no,yes,no,no
THAP5,no,no,no,yes,no,no
ETV7,no,no,no,yes,no,no
ZNF836,no,no,no,yes,no,no
NCOR1,no,no,no,yes,no,yes
KLF16,no,no,no,yes,no,no
RFX1,no,no,no,yes,no,no
KMT2C,no,no,no,yes,no,no
ZNF768,no,no,no,yes,no,no
ZNF254,no,no,no,yes,no,no
ZBTB1,no,no,no,yes,no,no
GATA6,no,no,no,yes,no,no
IRF5,no,no,no,yes,no,no
ZNF791,no,no,no,yes,no,no
RFX4,no,no,no,yes,no,no
POU4F3,no,no,no,yes,no,no
TWIST2,no,no,no,yes,no,no
ZNF688,no,no,no,yes,no,no
ZNF510,no,no,no,yes,no,no
ZFP69,no,no,no,yes,no,no
SPDEF,no,no,no,yes,no,no
ZNF675,no,no,no,yes,no,no
ZNF837,no,no,no,yes,no,no
SOX11,no,no,no,yes,no,no
ZNF611,no,no,no,yes,no,no
ZNF470,no,no,no,yes,no,no
RORA,no,no,no,yes,no,no
MBD1,no,no,no,yes,no,no
NEUROD4,no,no,no,yes,no,no
ZNF391,no,no,no,yes,no,no
MBD3,no,no,no,yes,no,no
GCM2,no,no,no,yes,no,no
FOXD4L5,no,no,no,yes,no,no
ZFP37,no,no,no,yes,no,no
ZNF267,no,no,no,yes,no,no
BARHL1,no,no,no,yes,no,no
SHOX,no,no,no,yes,no,no
NPAS3,no,no,no,yes,no,no
ZNF860,no,no,no,yes,no,no
NEUROD6,no,no,no,yes,no,no
ZNF35,no,no,no,yes,no,no
MYRFL,no,no,no,yes,no,no
FOXP1,no,no,no,yes,no,no
SRF,no,no,no,yes,no,no
CEBPA,no,no,no,yes,no,yes
DLX1,no,no,no,yes,no,no
NR0B2,no,no,no,yes,no,no
PRRX1,no,no,no,yes,no,no
TFCP2,no,no,no,yes,no,no
ZBED4,no,no,no,yes,no,no
SNAI3,no,no,no,yes,no,no
HES7,no,no,no,yes,no,no
FOXA1,no,no,no,yes,no,no
THAP11,no,no,no,yes,no,no
LHX3,no,no,no,yes,no,no
TERB1,no,no,no,yes,no,no
ZNF721,no,no,no,yes,no,no
ZNF362,no,no,no,yes,no,no
ZNF98,no,no,no,yes,no,no
ELF4,no,no,no,yes,no,no
ASCL5,no,no,no,yes,no,no
ZNF320,no,no,no,yes,no,no
ZNF99,no,no,no,yes,no,no
NHLH1,no,no,no,yes,no,no
MAFG,no,no,no,yes,no,no
ZNF552,no,no,no,yes,no,no
ZNF28,no,no,no,yes,no,no
SP5,no,no,no,yes,no,no
ZNF765,no,no,no,yes,no,no
ZNF513,no,no,no,yes,no,no
MTA2,no,no,no,yes,no,no
OLIG3,no,no,no,yes,no,no
ERG,no,no,no,yes,no,no
OLIG2,no,no,no,yes,no,no
MXD4,no,no,no,yes,no,no
HOXD1,no,no,no,yes,no,no
