Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
ACACA,no,no,yes,no,no,no
KMO,no,no,yes,no,no,no
MTERF3,no,no,yes,no,no,no
OXR1,no,no,yes,no,no,no
NUDT9,no,no,yes,no,no,no
THNSL1,no,no,yes,no,no,no
PYCR2,no,no,yes,no,no,no
HINT1,no,no,yes,no,yes,no
SLC25A34,no,no,yes,no,no,no
SLC25A48,no,no,yes,no,no,no
SLC25A43,no,no,yes,no,no,no
SLC25A47,no,no,yes,no,no,no
SLC25A41,no,no,yes,no,no,no
SLC25A54,no,no,yes,no,no,no
SLC25A37,no,no,yes,no,no,no
YBEY,no,no,yes,no,no,no
OGG1,no,no,yes,no,no,no
GM4952,no,no,yes,no,no,no
FABP1,no,no,yes,no,no,no
METTL15,no,no,yes,no,no,no
METAP1D,no,no,yes,no,no,no
LDHB,no,no,yes,no,no,no
LYRM9,no,no,yes,no,no,no
MTARC1,no,no,yes,no,no,no
RECQL4,no,no,yes,no,no,no
PLPBP,no,no,yes,no,no,no
MUL1,no,no,yes,no,no,no
NUDT6,no,no,yes,no,no,no
VPS13D,no,no,yes,no,no,no
DMAC2,no,no,yes,no,no,no
MICU1,no,no,yes,no,no,no
NT5DC3,no,no,yes,no,no,no
NIPSNAP3A,no,no,yes,no,no,no
TOP3A,no,no,yes,no,no,no
AMACR,no,no,yes,no,no,no
TRMT5,no,no,yes,no,no,no
MICU3,no,no,yes,no,no,no
CAR5A,no,no,yes,no,no,no
NTHL1,no,no,yes,no,no,no
ARL2,no,no,yes,no,no,no
SYNJ2BP,no,no,yes,no,no,no
METTL8,no,no,yes,no,no,no
MTERF1B,no,no,yes,no,no,no
RSAD1,no,no,yes,no,no,no
FDPS,no,no,yes,no,no,no
OCIAD1,no,no,yes,no,no,no
FASTK,no,no,yes,no,no,no
ACSM4,no,no,yes,no,no,no
NME6,no,no,yes,no,no,no
SMIM8,no,no,yes,no,no,no
IDI1,no,no,yes,no,no,no
MTX3,no,no,yes,no,no,no
TMEM126B,no,no,yes,no,no,no
FKBP8,no,no,yes,no,no,no
MCRIP2,no,no,yes,no,no,no
BOLA3,no,no,yes,no,no,no
PNPT1,no,no,yes,no,no,no
PDE12,no,no,yes,no,no,no
USP30,no,no,yes,no,no,no
TFB2M,no,no,yes,no,yes,no
MRPS18B,no,no,yes,no,no,no
PRXL2A,no,no,yes,no,no,no
MGST3,no,no,yes,no,no,no
MRPL48,no,no,yes,no,no,no
GDAP1,no,no,yes,no,no,no
MT-ND1,no,no,yes,no,no,no
OCIAD2,no,no,yes,no,no,no
TAZ,no,no,yes,no,no,no
DCXR,no,no,yes,no,no,no
PMAIP1,no,no,yes,no,no,no
NIPSNAP3B,no,no,yes,no,no,no
MMAA,no,no,yes,no,no,no
CYP11A1,no,no,yes,no,no,no
MARCHF5,no,no,yes,no,no,no
SFXN4,no,no,yes,no,no,no
IFI27,no,no,yes,no,no,no
ABCA9,no,no,yes,no,no,no
DDX28,no,no,yes,no,no,no
ACOT7,no,no,yes,no,no,no
2300009A05RIK,no,no,yes,no,no,no
AGPAT5,no,no,yes,no,no,no
ACOD1,no,no,yes,no,no,no
FBXL4,no,no,yes,no,no,no
GPAM,no,no,yes,no,no,no
QTRT1,no,no,yes,no,no,no
HPDL,no,no,yes,no,no,no
ISOC2A,no,no,yes,no,no,no
CYP11B1,no,no,yes,no,no,no
CYP11B2,no,no,yes,no,no,no
PET117,no,no,yes,no,no,no
DHRS2,no,no,yes,no,no,no
CDK5RAP1,no,no,yes,no,no,no
MFF,no,no,yes,no,no,no
NLRX1,no,no,yes,no,no,no
FAM185A,no,no,yes,no,no,no
MIEF1,no,no,yes,no,no,no
COA7,no,no,yes,no,no,no
ACOT11,no,no,yes,no,no,no
PUSL1,no,no,yes,no,no,no
POLQ,no,no,yes,no,no,no
DMAC2L,no,no,yes,no,no,no
RMDN3,no,no,yes,no,no,no
ATP5MD,no,no,yes,no,no,no
TOMM20,no,no,yes,no,no,no
BNIP3L,no,no,yes,no,no,no
AIFM3,no,no,yes,no,no,no
TIMM29,no,no,yes,no,no,no
MTERF1A,no,no,yes,no,no,no
MT-ND4L,no,no,yes,no,no,no
AA467197,no,no,yes,no,no,no
UQCC2,no,no,yes,no,no,no
NME3,no,no,yes,no,no,no
GTPBP6,no,no,yes,no,no,no
THEM5,no,no,yes,no,no,no
MIGA2,no,no,yes,no,no,no
MGARP,no,no,yes,no,no,no
MYG1,no,no,yes,no,no,no
ETFBKMT,no,no,yes,no,no,no
MUTYH,no,no,yes,no,no,no
FASTKD5,no,no,yes,no,no,no
PAICS,no,no,yes,no,no,no
CPT1C,no,no,yes,no,no,no
RCC1L,no,no,yes,no,no,no
ANTKMT,no,no,yes,no,no,no
UQCC3,no,no,yes,no,no,no
CRYZ,no,no,yes,no,no,no
ANGEL2,no,no,yes,no,no,no
MGME1,no,no,yes,no,no,no
AGPAT4,no,no,yes,no,no,no
COMTD1,no,no,yes,no,no,no
NEU4,no,no,yes,no,no,no
CYP27B1,no,no,yes,no,no,no
NOCT,no,no,yes,no,no,no
HDHD3,no,no,yes,no,no,no
SLC8B1,no,no,yes,no,no,no
MT-ND6,no,no,yes,no,no,no
DMAC1,no,no,yes,no,no,no
BCO2,no,no,yes,no,no,no
TDRKH,no,no,yes,no,no,no
MTFR2,no,no,yes,no,no,no
BIK,no,no,yes,no,no,no
CRY1,no,no,yes,no,yes,no
TRUB2,no,no,yes,no,no,no
TOMM20L,no,no,yes,no,no,no
CCDC127,no,no,yes,no,no,no
YRDC,no,no,yes,no,no,no
PREPL,no,no,yes,no,no,no
MYO19,no,no,yes,no,no,no
THG1L,no,no,yes,no,no,no
PIF1,no,no,yes,no,no,no
RAB5IF,no,no,yes,no,no,no
CEP89,no,no,yes,no,no,no
ACOT10,no,no,yes,no,no,no
EFHD1,no,no,yes,no,no,no
ATPSCKMT,no,no,yes,no,no,no
SPTLC2,no,no,yes,no,no,no
E130311K13RIK,no,no,yes,no,no,no
AGK,no,no,yes,no,no,no
DUS2,no,no,yes,no,no,no
PANK2,no,no,yes,no,no,no
POLG2,no,no,yes,no,no,no
GPAT2,no,no,yes,no,no,no
TOMM34,no,no,yes,no,no,no
PLSCR3,no,no,yes,no,no,no
EXD2,no,no,yes,no,no,no
GOLPH3,no,no,yes,no,no,no
NT5DC2,no,no,yes,no,no,no
ARMC10,no,no,yes,no,no,no
ALKBH1,no,no,yes,no,no,no
AKAP10,no,no,yes,no,no,no
SERAC1,no,no,yes,no,no,no
SEPTIN4,no,no,yes,no,no,no
FASTKD3,no,no,yes,no,no,no
NBR1,no,no,yes,no,no,no
RPIA,no,no,yes,no,no,no
MIGA1,no,no,yes,no,no,no
PRORP,no,no,yes,no,no,no
PRIMPOL,no,no,yes,no,no,no
DNA2,no,no,yes,no,no,no
ADCY10,no,no,yes,no,no,no
PRSS35,no,no,yes,no,no,no
MIEF2,no,no,yes,no,no,no
NSUN3,no,no,yes,no,no,no
PABPC5,no,no,yes,no,no,no
STYXL1,no,no,yes,no,no,no
SPHK2,no,no,yes,no,no,no
PICK1,no,no,yes,no,no,no
BCL2L2,no,no,yes,no,no,no
BCL2L10,no,no,yes,no,no,no
BCL2A1D,no,no,yes,no,no,no
BAD,no,no,yes,no,no,no
PDE2A,no,no,yes,no,no,no
SPATA20,no,no,yes,no,no,no
PLGRKT,no,no,yes,no,no,no
PLD6,no,no,yes,no,no,no
CSTAD,no,no,yes,no,no,no
1700066M21RIK,no,no,yes,no,no,no
SPIRE1,no,no,yes,no,no,no
ARMCX1,no,no,yes,no,no,no
ARMCX2,no,no,yes,no,no,no
ARMCX6,no,no,yes,no,no,no
NAT8L,no,no,yes,no,no,no
SPHKAP,no,no,yes,no,no,no
METTL4,no,no,yes,no,no,no
ARMCX3,no,no,yes,no,no,no
SNAP29,no,no,yes,no,no,no
POLB,no,no,yes,no,no,no
HTD2,no,no,yes,no,no,no
PIGBOS1,no,no,yes,no,no,no
ATF1,no,no,no,yes,no,no
SOX3,no,no,no,yes,no,no
SPIB,no,no,no,yes,no,no
ZNF620,no,no,no,yes,no,no
ZNF225,no,no,no,yes,no,no
HOXD13,no,no,no,yes,no,no
FOXJ3,no,no,no,yes,no,no
ZBED3,no,no,no,yes,no,no
BCL6B,no,no,no,yes,no,no
HAND2,no,no,no,yes,no,no
ZNF576,no,no,no,yes,no,no
TBX3,no,no,no,yes,no,no
FOXN2,no,no,no,yes,no,no
BATF3,no,no,no,yes,no,no
ZNF792,no,no,no,yes,no,no
ZNF717,no,no,no,yes,no,no
RREB1,no,no,no,yes,no,no
ZFP57,no,no,no,yes,no,no
GATAD2A,no,no,no,yes,no,no
AFF1,no,no,no,yes,no,no
ZSCAN21,no,no,no,yes,no,no
HOXD8,no,no,no,yes,no,no
DMRT2,no,no,no,yes,no,no
PAX1,no,no,no,yes,no,no
ZFP91,no,no,no,yes,no,no
ZNF30,no,no,no,yes,no,no
EGR4,no,no,no,yes,no,no
ETV1,no,no,no,yes,no,no
ZNF679,no,no,no,yes,no,no
TSC22D2,no,no,no,yes,no,no
ZNF236,no,no,no,yes,no,no
ZBTB2,no,no,no,yes,no,no
NSD2,no,no,no,yes,no,no
MYOG,no,no,no,yes,no,no
MEIS1,no,no,no,yes,no,no
ZNF32,no,no,no,yes,no,no
HOXB6,no,no,no,yes,no,no
FOXE3,no,no,no,yes,no,no
GTF2IRD1,no,no,no,yes,no,no
ZNF223,no,no,no,yes,no,no
TLX3,no,no,no,yes,no,no
ALX3,no,no,no,yes,no,no
TSC22D1,no,no,no,yes,no,no
HOXA5,no,no,no,yes,no,no
RFX3,no,no,no,yes,no,no
PDX1,no,no,no,yes,no,no
ZNF316,no,no,no,yes,no,no
ZNF268,no,no,no,yes,no,no
SOX15,no,no,no,yes,no,no
PGR,no,no,no,yes,no,no
TRPS1,no,no,no,yes,no,no
NKX6-2,no,no,no,yes,no,no
NR4A3,no,no,no,yes,no,no
UBTFL1,no,no,no,yes,no,no
ZNF354A,no,no,no,yes,no,no
CEBPD,no,no,no,yes,no,no
ZNF135,no,no,no,yes,no,no
NKX2-3,no,no,no,yes,no,no
MAFF,no,no,no,yes,no,no
ZBTB45,no,no,no,yes,no,no
ZNF461,no,no,no,yes,no,no
SP2,no,no,no,yes,no,no
PINX1,no,no,no,yes,no,no
ZNF500,no,no,no,yes,no,no
ESRRB,no,no,no,yes,no,no
ZNF439,no,no,no,yes,no,no
NOBOX,no,no,no,yes,no,no
ZNF581,no,no,no,yes,no,no
ZNF600,no,no,no,yes,no,no
GZF1,no,no,no,yes,no,no
HOXA1,no,no,no,yes,no,no
ZNF713,no,no,no,yes,no,no
LCOR,no,no,no,yes,no,no
IRF4,no,no,no,yes,no,no
ZNF17,no,no,no,yes,no,no
EMX1,no,no,no,yes,no,no
ZNF583,no,no,no,yes,no,no
PRRX2,no,no,no,yes,no,no
GCM1,no,no,no,yes,no,no
MAFK,no,no,no,yes,no,no
TSHZ3,no,no,no,yes,no,no
MZF1,no,no,no,yes,no,no
ZNF205,no,no,no,yes,no,no
ZNF672,no,no,no,yes,no,no
PLAGL1,no,no,no,yes,no,no
ZNF578,no,no,no,yes,no,no
ZNF665,no,no,no,yes,no,no
ZBTB42,no,no,no,yes,no,no
ZNF736,no,no,no,yes,no,no
ZNF705A,no,no,no,yes,no,no
HOXA10,no,no,no,yes,no,no
ZNF770,no,no,no,yes,no,no
HEY1,no,no,no,yes,no,no
ZNF446,no,no,no,yes,no,no
ZNF571,no,no,no,yes,no,no
MYF5,no,no,no,yes,no,no
POU6F2,no,no,no,yes,no,no
ZMIZ2,no,no,no,yes,no,no
NFILZ,no,no,no,yes,no,no
ZNF415,no,no,no,yes,no,no
ZNF776,no,no,no,yes,no,no
KLF17,no,no,no,yes,no,no
TCF15,no,no,no,yes,no,no
ZNF549,no,no,no,yes,no,no
MESP1,no,no,no,yes,no,no
MAEL,no,no,no,yes,no,no
JAZF1,no,no,no,yes,no,no
PAX6,no,no,no,yes,no,no
ZNF575,no,no,no,yes,no,no
ZNF594,no,no,no,yes,no,no
IRF6,no,no,no,yes,no,no
MSX1,no,no,no,yes,no,no
ZNF429,no,no,no,yes,no,no
ZNF718,no,no,no,yes,no,no
ZNF107,no,no,no,yes,no,no
ADNP,no,no,no,yes,no,no
ZSCAN26,no,no,no,yes,no,no
NFATC3,no,no,no,yes,no,no
ETV4,no,no,no,yes,no,no
TBR1,no,no,no,yes,no,no
MXD1,no,no,no,yes,no,no
ZSCAN25,no,no,no,yes,no,no
PRDM9,no,no,no,yes,no,no
ZNF652,no,no,no,yes,no,no
ZNF654,no,no,no,yes,no,no
TBX6,no,no,no,yes,no,no
ZNF84,no,no,no,yes,no,no
ATOH8,no,no,no,yes,no,no
FOXD4L4,no,no,no,yes,no,no
KLF13,no,no,no,yes,no,no
CCDC169-SOHLH2,no,no,no,yes,no,no
ZNF469,no,no,no,yes,no,no
ZBTB22,no,no,no,yes,no,no
PAX7,no,no,no,yes,no,no
ZNF547,no,no,no,yes,no,no
ZNF626,no,no,no,yes,no,no
TBX22,no,no,no,yes,no,no
ZNF563,no,no,no,yes,no,no
HOXA13,no,no,no,yes,no,no
ZNF442,no,no,no,yes,no,no
SRY,no,no,no,yes,no,no
ZFP92,no,no,no,yes,no,no
DBP,no,no,no,yes,no,no
ARX,no,no,no,yes,no,no
ZHX3,no,no,no,yes,no,no
ZFY,no,no,no,yes,no,no
ZSCAN10,no,no,no,yes,no,no
EGR2,no,no,no,yes,no,no
ZNF775,no,no,no,yes,no,no
GSC,no,no,no,yes,no,no
NKX2-4,no,no,no,yes,no,no
NFATC4,no,no,no,yes,no,no
ZBTB46,no,no,no,yes,no,no
ZIC4,no,no,no,yes,no,no
MEF2A,no,no,no,yes,no,no
ID1,no,no,no,yes,no,no
TULP2,no,no,no,yes,no,no
MGA,no,no,no,yes,no,no
MYBL2,no,no,no,yes,no,no
ZNF606,no,no,no,yes,no,no
TULP4,no,no,no,yes,no,no
GATA1,no,no,no,yes,no,no
FOXR2,no,no,no,yes,no,no
HOXB3,no,no,no,yes,no,no
ZNF230,no,no,no,yes,no,no
PBX1,no,no,no,yes,no,no
MTA3,no,no,no,yes,no,no
CSRNP2,no,no,no,yes,no,no
ZBED2,no,no,no,yes,no,no
NR1I3,no,no,no,yes,no,no
ATF7,no,no,no,yes,no,no
ZBTB10,no,no,no,yes,no,no
ZNF568,no,no,no,yes,no,no
ZNF304,no,no,no,yes,no,no
ZNF527,no,no,no,yes,no,no
FOXI2,no,no,no,yes,no,no
AFF2,no,no,no,yes,no,no
ZNF761,no,no,no,yes,no,no
ZNF747,no,no,no,yes,no,no
MEIS3,no,no,no,yes,no,no
TFAP2E,no,no,no,yes,no,no
FEV,no,no,no,yes,no,no
HOXC9,no,no,no,yes,no,no
ZNF22,no,no,no,yes,no,no
ZNF865,no,no,no,yes,no,no
ZNF416,no,no,no,yes,no,no
USF2,no,no,no,yes,no,no
ALX4,no,no,no,yes,no,no
CTCFL,no,no,no,yes,no,no
LBX2,no,no,no,yes,no,no
ZIC5,no,no,no,yes,no,no
ZNF780A,no,no,no,yes,no,no
HOXA7,no,no,no,yes,no,no
ZNF579,no,no,no,yes,no,no
SMARCC2,no,no,no,yes,no,no
PBX3,no,no,no,yes,no,no
OTP,no,no,no,yes,no,no
TBXT,no,no,no,yes,no,no
ZNF671,no,no,no,yes,no,no
ZNF705G,no,no,no,yes,no,no
ZNF512,no,no,no,yes,no,no
CBFB,no,no,no,yes,no,no
LCORL,no,no,no,yes,no,no
BATF2,no,no,no,yes,no,no
ZNF528,no,no,no,yes,no,no
SMARCE1,no,no,no,yes,no,no
ZNF778,no,no,no,yes,no,no
ZFP30,no,no,no,yes,no,no
ZNF492,no,no,no,yes,no,no
GRHL3,no,no,no,yes,no,no
ZNF618,no,no,no,yes,no,no
ZNF720,no,no,no,yes,no,no
BHLHA9,no,no,no,yes,no,no
TGIF2LY,no,no,no,yes,no,no
ZNF507,no,no,no,yes,no,no
SOHLH2,no,no,no,yes,no,no
TBX5,no,no,no,yes,no,no
IRX2,no,no,no,yes,no,no
CDIP1,no,no,no,yes,no,no
ZKSCAN8,no,no,no,yes,no,no
ZNF592,no,no,no,yes,no,no
ZNF114,no,no,no,yes,no,no
TFAP2C,no,no,no,yes,no,no
PRDM15,no,no,no,yes,no,no
ZNF438,no,no,no,yes,no,no
ZNF580,no,no,no,yes,no,no
ARNTL2,no,no,no,yes,no,no
ZNF286A-TBC1D26,no,no,no,yes,no,no
ZNF692,no,no,no,yes,no,no
HOXB7,no,no,no,yes,no,no
ZNF253,no,no,no,yes,no,no
NRF1,no,no,no,yes,no,no
USF3,no,no,no,yes,no,no
HOXC10,no,no,no,yes,no,no
NPAS1,no,no,no,yes,no,no
CIC,no,no,no,yes,no,no
ZNF541,no,no,no,yes,no,no
ZNF473,no,no,no,yes,no,no
ZNF276,no,no,no,yes,no,no
TCF12,no,no,no,yes,no,no
ZNF519,no,no,no,yes,no,no
ZNF211,no,no,no,yes,no,no
RBAK,no,no,no,yes,no,no
ZKSCAN4,no,no,no,yes,no,no
ZNF667,no,no,no,yes,no,no
INSM1,no,no,no,yes,no,no
ZNF420,no,no,no,yes,no,no
SP140L,no,no,no,yes,no,no
ZBTB39,no,no,no,yes,no,no
RHOXF1,no,no,no,yes,no,no
ZNF722P,no,no,no,yes,no,no
ZNF460,no,no,no,yes,no,no
TULP3,no,no,no,yes,no,no
NEUROG1,no,no,no,yes,no,no
ZNF625,no,no,no,yes,no,no
ZHX2,no,no,no,yes,no,no
ZNF385A,no,no,no,yes,no,no
SOX30,no,no,no,yes,no,no
AHRR,no,no,no,yes,no,no
FOXK2,no,no,no,yes,no,no
ZNF655,no,no,no,yes,no,no
ZNF148,no,no,no,yes,no,no
ZNF81,no,no,no,yes,no,no
THAP7,no,no,no,yes,no,no
ZNF490,no,no,no,yes,no,no
ARGFX,no,no,no,yes,no,no
ZNF337,no,no,no,yes,no,no
ZNF275,no,no,no,yes,no,no
HIVEP3,no,no,no,yes,no,no
NFXL1,no,no,no,yes,no,no
PRDM13,no,no,no,yes,no,no
ZNF587,no,no,no,yes,no,no
ZNF285,no,no,no,yes,no,no
DEAF1,no,no,no,yes,no,no
ATOH1,no,no,no,yes,no,no
ZNF678,no,no,no,yes,no,no
GATA5,no,no,no,yes,no,no
GCFC2,no,no,no,yes,no,no
ISL2,no,no,no,yes,no,no
ZNF649,no,no,no,yes,no,no
ZNF468,no,no,no,yes,no,no
POU5F1,no,no,no,yes,no,no
NHLH2,no,no,no,yes,no,no
ISX,no,no,no,yes,no,no
NANOG,no,no,no,yes,no,no
GFI1,no,no,no,yes,no,no
ARID3B,no,no,no,yes,no,no
ZBTB11,no,no,no,yes,no,no
ZXDC,no,no,no,yes,no,no
THAP12,no,no,no,yes,no,no
GSX1,no,no,no,yes,no,no
IRF3,no,no,no,yes,no,no
ZNF669,no,no,no,yes,no,no
ZNF572,no,no,no,yes,no,no
TEF,no,no,no,yes,no,no
TLX2,no,no,no,yes,no,no
ZNF250,no,no,no,yes,no,no
TFDP3,no,no,no,yes,no,no
FOXC1,no,no,no,yes,no,no
RARG,no,no,no,yes,no,no
ZSCAN16,no,no,no,yes,no,no
ZNF264,no,no,no,yes,no,no
TULP1,no,no,no,yes,no,no
ZNF189,no,no,no,yes,no,no
ZNF607,no,no,no,yes,no,no
ZFP91-CNTF,no,no,no,yes,no,no
ZNF140,no,no,no,yes,no,no
DLX3,no,no,no,yes,no,no
ZNF589,no,no,no,yes,no,no
ZNF556,no,no,no,yes,no,no
ZNF799,no,no,no,yes,no,no
ZNF394,no,no,no,yes,no,no
ZNF136,no,no,no,yes,no,no
FOXD1,no,no,no,yes,no,no
ZBTB3,no,no,no,yes,no,no
ZNF532,no,no,no,yes,no,no
KLF12,no,no,no,yes,no,no
PIAS1,no,no,no,yes,no,no
ZNF69,no,no,no,yes,no,no
ZNF385B,no,no,no,yes,no,no
ZNF33A,no,no,no,yes,no,no
ZNF683,no,no,no,yes,no,no
PTF1A,no,no,no,yes,no,no
ZNF597,no,no,no,yes,no,no
FOXD2,no,no,no,yes,no,no
POU4F2,no,no,no,yes,no,no
RBPJ,no,no,no,yes,no,no
EOMES,no,no,no,yes,no,no
FLI1,no,no,no,yes,no,no
PRDM14,no,no,no,yes,no,no
POU3F4,no,no,no,yes,no,no
POU5F2,no,no,no,yes,no,no
ZNF233,no,no,no,yes,no,no
ZNF121,no,no,no,yes,no,no
ZNF544,no,no,no,yes,no,no
POU1F1,no,no,no,yes,no,yes
ZBTB8B,no,no,no,yes,no,no
KLF9,no,no,no,yes,no,no
ONECUT1,no,no,no,yes,no,no
ZNF707,no,no,no,yes,no,no
FOXI1,no,no,no,yes,no,no
NFX1,no,no,no,yes,no,no
SOX9,no,no,no,yes,no,no
ZNF436,no,no,no,yes,no,no
POU5F1B,no,no,no,yes,no,no
ZNF763,no,no,no,yes,no,no
ZNF740,no,no,no,yes,no,no
ZBTB41,no,no,no,yes,no,no
FOXO6,no,no,no,yes,no,no
ZNF711,no,no,no,yes,no,no
TOX3,no,no,no,yes,no,no
SOX17,no,no,no,yes,no,no
THRB,no,no,no,yes,no,no
FOXR1,no,no,no,yes,no,no
ZNF117,no,no,no,yes,no,no
NKX2-8,no,no,no,yes,no,no
NR1I2,no,no,no,yes,no,no
LHX4,no,no,no,yes,no,no
ZNF200,no,no,no,yes,no,no
PRDM1,no,no,no,yes,no,no
TSHZ1,no,no,no,yes,no,no
NANOGNB,no,no,no,yes,no,no
CRX,no,no,no,yes,no,no
TOX2,no,no,no,yes,no,no
MKX,no,no,no,yes,no,no
OLIG1,no,no,no,yes,no,no
ATOH7,no,no,no,yes,no,no
POU3F2,no,no,no,yes,no,no
BSX,no,no,no,yes,no,no
ZNF852,no,no,no,yes,no,no
ZNF93,no,no,no,yes,no,no
ZNF501,no,no,no,yes,no,no
SMAD5,no,no,no,yes,no,no
SOX6,no,no,no,yes,no,no
GTF2I,no,no,no,yes,no,no
CSRNP1,no,no,no,yes,no,no
RAX,no,no,no,yes,no,no
ASCL4,no,no,no,yes,no,no
INSM2,no,no,no,yes,no,no
CTCF,no,no,no,yes,no,no
IRF2,no,no,no,yes,no,no
HINFP,no,no,no,yes,no,no
ZNF710,no,no,no,yes,no,no
DBX1,no,no,no,yes,no,no
HIC2,no,no,no,yes,no,no
ZBTB7B,no,no,no,yes,no,no
ZNF582,no,no,no,yes,no,no
ZNF197,no,no,no,yes,no,no
NFE2L3,no,no,no,yes,no,no
ZNF20,no,no,no,yes,no,no
SNAI1,no,no,no,yes,no,no
ZNF496,no,no,no,yes,no,no
ZNF335,no,no,no,yes,no,no
RARB,no,no,no,yes,no,no
ZFP1,no,no,no,yes,no,no
NR2F6,no,no,no,yes,no,no
SIX5,no,no,no,yes,no,no
PAXBP1,no,no,no,yes,no,no
ZNF879,no,no,no,yes,no,no
ZFP62,no,no,no,yes,no,no
HOXA9,no,no,no,yes,no,no
NFIX,no,no,no,yes,no,no
PAX8,no,no,no,yes,no,no
ZNF235,no,no,no,yes,no,no
FOXP3,no,no,no,yes,no,no
KLF1,no,no,no,yes,no,no
ZNF800,no,no,no,yes,no,no
CSRNP3,no,no,no,yes,no,no
ZNF577,no,no,no,yes,no,no
ZNF555,no,no,no,yes,no,no
ZFAT,no,no,no,yes,no,no
ELK4,no,no,no,yes,no,no
CEBPE,no,no,no,yes,no,no
ZBTB33,no,no,no,yes,no,no
THRA,no,no,no,yes,no,no
ZBTB18,no,no,no,yes,no,no
ZNF227,no,no,no,yes,no,no
ZNF445,no,no,no,yes,no,no
ONECUT2,no,no,no,yes,no,no
HSFX3,no,no,no,yes,no,no
MAX,no,no,no,yes,no,no
ZBTB16,no,no,no,yes,no,no
VEZF1,no,no,no,yes,no,no
HMX3,no,no,no,yes,no,no
ZNF479,no,no,no,yes,no,no
ZBTB12,no,no,no,yes,no,no
HOXD3,no,no,no,yes,no,no
EBF4,no,no,no,yes,no,no
PAX5,no,no,no,yes,no,no
ZNF808,no,no,no,yes,no,no
ZNF284,no,no,no,yes,no,no
ZNF229,no,no,no,yes,no,no
ZNF821,no,no,no,yes,no,no
MLX,no,no,no,yes,no,no
NKX3-2,no,no,no,yes,no,no
FOXP4,no,no,no,yes,no,no
HSF5,no,no,no,yes,no,no
ZNF554,no,no,no,yes,no,no
ZNF248,no,no,no,yes,no,no
ZNF674,no,no,no,yes,no,no
HES3,no,no,no,yes,no,no
TOX4,no,no,no,yes,no,no
IRX1,no,no,no,yes,no,no
ZBTB7A,no,no,no,yes,no,no
ZNF292,no,no,no,yes,no,no
AFF3,no,no,no,yes,no,no
HSFX1,no,no,no,yes,no,no
CDX2,no,no,no,yes,no,no
ZSCAN5B,no,no,no,yes,no,no
SCRT1,no,no,no,yes,no,no
ZNF384,no,no,no,yes,no,no
ZNF749,no,no,no,yes,no,no
POU6F1,no,no,no,yes,no,no
HSFY2,no,no,no,yes,no,no
GATA4,no,no,no,yes,no,no
ZNF317,no,no,no,yes,no,no
MSC,no,no,no,yes,no,no
FOXD4,no,no,no,yes,no,no
GTF2IRD2B,no,no,no,yes,no,no
ZNF738,no,no,no,yes,no,no
STAT5B,no,no,no,yes,no,no
ZNF835,no,no,no,yes,no,no
TAL1,no,no,no,yes,no,no
ZNF708,no,no,no,yes,no,no
PHOX2B,no,no,no,yes,no,no
TCF7L1,no,no,no,yes,no,no
POU2F3,no,no,no,yes,no,no
TSC22D3,no,no,no,yes,no,no
TGIF2LX,no,no,no,yes,no,no
BARX2,no,no,no,yes,no,no
PRDM10,no,no,no,yes,no,no
ZNF175,no,no,no,yes,no,no
ARID4B,no,no,no,yes,no,no
ZNF605,no,no,no,yes,no,no
LYL1,no,no,no,yes,no,no
ANHX,no,no,no,yes,no,no
ZBTB21,no,no,no,yes,no,no
ZNF174,no,no,no,yes,no,no
ZXDB,no,no,no,yes,no,no
ZNF282,no,no,no,yes,no,no
ZNF827,no,no,no,yes,no,no
ZNF784,no,no,no,yes,no,no
ZNF696,no,no,no,yes,no,no
CDX4,no,no,no,yes,no,no
ZBTB14,no,no,no,yes,no,no
MLXIPL,no,no,no,yes,no,no
ZNF599,no,no,no,yes,no,no
HSFY1,no,no,no,yes,no,no
ZBTB7C,no,no,no,yes,no,no
ZFP3,no,no,no,yes,no,no
ELF2,no,no,no,yes,no,no
ZNF182,no,no,no,yes,no,no
LBX1,no,no,no,yes,no,no
HOXA4,no,no,no,yes,no,no
THAP3,no,no,no,yes,no,no
ZFP82,no,no,no,yes,no,no
SOX21,no,no,no,yes,no,no
NR2C2,no,no,no,yes,no,no
ZNF286A,no,no,no,yes,no,no
HMX2,no,no,no,yes,no,no
ZNF155,no,no,no,yes,no,no
ZNF138,no,no,no,yes,no,no
LMX1B,no,no,no,yes,no,no
MLXIP,no,no,no,yes,no,no
RFX7,no,no,no,yes,no,no
ZNF224,no,no,no,yes,no,no
ZNF586,no,no,no,yes,no,no
ZNF366,no,no,no,yes,no,no
HIC1,no,no,no,yes,no,no
ZNF551,no,no,no,yes,no,no
TFAP2B,no,no,no,yes,no,no
FOXN1,no,no,no,yes,no,no
GSC2,no,no,no,yes,no,no
CUX1,no,no,no,yes,no,no
SSRP1,no,no,no,yes,no,no
ZNF213,no,no,no,yes,no,no
NR6A1,no,no,no,yes,no,no
NOTO,no,no,no,yes,no,no
ZNF780B,no,no,no,yes,no,no
SP100,no,no,no,yes,no,no
THAP2,no,no,no,yes,no,no
ZNF343,no,no,no,yes,no,no
ZIC1,no,no,no,yes,no,no
ETV6,no,no,no,yes,no,no
ID4,no,no,no,yes,no,no
ZNF70,no,no,no,yes,no,no
ZNF525,no,no,no,yes,no,no
MNX1,no,no,no,yes,no,no
